Time[s]	Pressure[mbar]	Position_smooth_splines [deg]	Velocity[deg\s]	Aceleration[deg\s2]	Position_original [deg]
1.77995	0.15322323	-0.40100876	15.313878	3.7209596	-0.408406
1.78	0.07328123	-0.40024306	15.314063	3.7090739	-0.408406
1.78005	0.16654723	-0.39947735	15.314249	3.6971882	-0.407212
1.7801	0.29978523	-0.39871164	15.314433	3.6853025	-0.406018
1.78015	0.27313723	-0.39794591	15.314617	3.6734168	-0.406018
1.7802	0.23316623	-0.39718017	15.314801	3.661531	-0.404824
1.78025	0.19319523	-0.39641443	15.314983	3.6496453	-0.403629
1.7803	0.23316623	-0.39564868	15.315166	3.6377596	-0.403629
1.78035	0.20651823	-0.39488291	15.315347	3.6258739	-0.402435
1.7804	0.27313723	-0.39411714	15.315528	3.6139882	-0.401241
1.78045	0.11325223	-0.39335136	15.315708	3.6021025	-0.401241
1.7805	0.19319523	-0.39258557	15.315888	3.5902168	-0.400047
1.78055	0.27313723	-0.39181977	15.316068	3.5783311	-0.398853
1.7806	0.31310923	-0.39105396	15.316246	3.5664454	-0.398853
1.78065	0.15322323	-0.39028815	15.316424	3.5545597	-0.397658
1.7807	0.15322323	-0.38952232	15.316602	3.542674	-0.397658
1.78075	0.27313723	-0.38875649	15.316778	3.5307883	-0.396464
1.7808	0.19319523	-0.38799064	15.316955	3.5189026	-0.39527
1.78085	0.19319523	-0.38722479	15.31713	3.5070168	-0.39527
1.7809	0.15322323	-0.38645893	15.317305	3.4951311	-0.394076
1.78095	0.20651823	-0.38569306	15.31748	3.4832454	-0.392882
1.781	0.19319523	-0.38492718	15.317654	3.4713597	-0.392882
1.78105	0.13989923	-0.3841613	15.317827	3.459474	-0.391687
1.7811	0.09992823	-0.3833954	15.318	3.4475883	-0.390493
1.78115	0.24649023	-0.3826295	15.318172	3.4357026	-0.390493
1.7812	0.32643223	-0.38186358	15.318343	3.4238169	-0.389299
1.78125	0.19319523	-0.38109766	15.318514	3.4119312	-0.388105
1.7813	0.15322323	-0.38033173	15.318684	3.4000455	-0.388105
1.78135	0.15322323	-0.37956579	15.318854	3.3881598	-0.386911
1.7814	0.23316623	-0.37879985	15.319023	3.3762741	-0.385717
1.78145	0.17987123	-0.37803389	15.319192	3.3643883	-0.385717
1.7815	0.20651823	-0.37726793	15.31936	3.3525026	-0.384522
1.78155	0.11325223	-0.37650195	15.319527	3.3406169	-0.383328
1.7816	0.15322323	-0.37573597	15.319694	3.3287312	-0.383328
1.78165	0.17987123	-0.37496999	15.31986	3.3168455	-0.382134
1.7817	0.16654723	-0.37420399	15.320025	3.3049598	-0.38094
1.78175	0.09992823	-0.37343798	15.32019	3.2930741	-0.38094
1.7818	0.13989923	-0.37267197	15.320355	3.2811884	-0.379746
1.78185	0.17987123	-0.37190595	15.320518	3.2693027	-0.378551
1.7819	0.13989923	-0.37113992	15.320682	3.257417	-0.378551
1.78195	0.15322323	-0.37037388	15.320844	3.2455313	-0.377357
1.782	0.11325223	-0.36960783	15.321006	3.2336456	-0.376163
1.78205	0.16654723	-0.36884178	15.321168	3.2217598	-0.376163
1.7821	0.21984223	-0.36807572	15.321328	3.2098741	-0.374969
1.78215	0.21984223	-0.36730965	15.321489	3.1979884	-0.373775
1.7822	0.16654723	-0.36654357	15.321648	3.1861027	-0.373775
1.78225	0.15322323	-0.36577748	15.321807	3.174217	-0.37258
1.7823	0.21984223	-0.36501139	15.321966	3.1623313	-0.371386
1.78235	0.16654723	-0.36424528	15.322123	3.1504456	-0.371386
1.7824	0.09992823	-0.36347917	15.322281	3.1385599	-0.370192
1.78245	0.01998523	-0.36271306	15.322437	3.1266742	-0.368998
1.7825	0.23316623	-0.36194693	15.322593	3.1147885	-0.368998
1.78255	0.25981323	-0.3611808	15.322749	3.1029028	-0.367804
1.7826	0.19319523	-0.36041466	15.322904	3.0910171	-0.36661
1.78265	0.05995723	-0.35964851	15.323058	3.0791313	-0.36661
1.7827	0.13989923	-0.35888235	15.323212	3.0672456	-0.365415
1.78275	0.23316623	-0.35811619	15.323365	3.0553599	-0.364221
1.7828	0.15322323	-0.35735001	15.323517	3.0434742	-0.364221
1.78285	0.08660423	-0.35658383	15.323669	3.0315885	-0.363027
1.7829	0.09992823	-0.35581765	15.32382	3.0197028	-0.361833
1.78295	0.16654723	-0.35505145	15.323971	3.0078171	-0.361833
1.783	0.12657623	-0.35428525	15.324121	2.9959314	-0.360639
1.78305	0.12657623	-0.35351904	15.32427	2.9840457	-0.360639
1.7831	0.11325223	-0.35275282	15.324419	2.97216	-0.359444
1.78315	0.24649023	-0.3519866	15.324568	2.9602743	-0.35825
1.7832	0.20651823	-0.35122037	15.324715	2.9483886	-0.35825
1.78325	0.13989923	-0.35045413	15.324863	2.9365028	-0.357056
1.7833	0.00666223000000001	-0.34968788	15.325009	2.9246171	-0.355862
1.78335	0.16654723	-0.34892163	15.325155	2.9127314	-0.355862
1.7834	0.20651823	-0.34815536	15.3253	2.9008457	-0.354668
1.78345	0.08660423	-0.3473891	15.325445	2.88896	-0.353474
1.7835	0.07328123	-0.34662282	15.325589	2.8770743	-0.353474
1.78355	0.15322323	-0.34585654	15.325733	2.8651886	-0.352279
1.7836	0.24649023	-0.34509025	15.325876	2.8533029	-0.351085
1.78365	0.15322323	-0.34432395	15.326018	2.8414172	-0.351085
1.7837	0.20651823	-0.34355764	15.32616	2.8295315	-0.349891
1.78375	0.11325223	-0.34279133	15.326301	2.8176458	-0.348697
1.7838	0.12657623	-0.34202501	15.326442	2.8057601	-0.348697
1.78385	0.15322323	-0.34125869	15.326582	2.7938743	-0.347503
1.7839	0.13989923	-0.34049236	15.326721	2.7819886	-0.346308
1.78395	0.08660423	-0.33972602	15.32686	2.7701029	-0.346308
1.784	0.08660423	-0.33895967	15.326998	2.7582172	-0.345114
1.78405	0.19319523	-0.33819332	15.327136	2.7463315	-0.34392
1.7841	0.16654723	-0.33742696	15.327273	2.7344458	-0.34392
1.78415	0.21984223	-0.33666059	15.327409	2.7225601	-0.342726
1.7842	0.15322323	-0.33589422	15.327545	2.7106744	-0.341532
1.78425	0.16654723	-0.33512784	15.32768	2.6987887	-0.341532
1.7843	0.16654723	-0.33436145	15.327815	2.686903	-0.340338
1.78435	0.15322323	-0.33359505	15.327949	2.6750173	-0.339143
1.7844	0.03330923	-0.33282865	15.328082	2.6631316	-0.339143
1.78445	0.05995723	-0.33206225	15.328215	2.6512458	-0.337949
1.7845	0.20651823	-0.33129583	15.328347	2.6393601	-0.336755
1.78455	0.19319523	-0.33052941	15.328479	2.6274744	-0.336755
1.7846	0.11325223	-0.32976298	15.32861	2.6155887	-0.335561
1.78465	0.12657623	-0.32899655	15.328741	2.603703	-0.334367
1.7847	0.21984223	-0.32823011	15.328871	2.5918173	-0.334367
1.78475	0.28646123	-0.32746366	15.329	2.5799316	-0.333172
1.7848	0.12657623	-0.32669721	15.329129	2.5680459	-0.331978
1.78485	0.07328123	-0.32593075	15.329257	2.5561602	-0.331978
1.7849	0.12657623	-0.32516428	15.329384	2.5442745	-0.330784
1.78495	0.20651823	-0.32439781	15.329511	2.5323888	-0.32959
1.785	0.09992823	-0.32363133	15.329637	2.5205031	-0.32959
1.78505	0.03330923	-0.32286485	15.329763	2.5086173	-0.328396
1.7851	0.08660423	-0.32209836	15.329888	2.4967316	-0.327202
1.78515	0.23316623	-0.32133186	15.330013	2.4848459	-0.327202
1.7852	0.17987123	-0.32056536	15.330137	2.4729602	-0.326007
1.78525	0.03330923	-0.31979885	15.33026	2.4610745	-0.326007
1.7853	0.13989923	-0.31903233	15.330383	2.4491888	-0.324813
1.78535	0.17987123	-0.31826581	15.330505	2.4373031	-0.323619
1.7854	0.11325223	-0.31749928	15.330627	2.4254174	-0.322425
1.78545	0.11325223	-0.31673274	15.330748	2.4135317	-0.322425
1.7855	0.03330923	-0.3159662	15.330868	2.401646	-0.321231
1.78555	0.16654723	-0.31519966	15.330988	2.3897603	-0.321231
1.7856	0.32643223	-0.31443311	15.331107	2.3778746	-0.320036
1.78565	0.12657623	-0.31366655	15.331226	2.3659889	-0.318842
1.7857	0.08660423	-0.31289998	15.331344	2.3541031	-0.318842
1.78575	0.11325223	-0.31213341	15.331461	2.3422174	-0.317648
1.7858	0.21984223	-0.31136684	15.331578	2.3303317	-0.316454
1.78585	0.28646123	-0.31060025	15.331694	2.318446	-0.316454
1.7859	0.15322323	-0.30983367	15.33181	2.3065603	-0.31526
1.78595	0.05995723	-0.30906707	15.331925	2.2946746	-0.314066
1.786	0.12657623	-0.30830047	15.332039	2.2827889	-0.314066
1.78605	0.12657623	-0.30753387	15.332153	2.2709032	-0.312871
1.7861	0.08660423	-0.30676726	15.332266	2.2590175	-0.311677
1.78615	0.09992823	-0.30600064	15.332379	2.2471318	-0.311677
1.7862	0.15322323	-0.30523402	15.332491	2.2352461	-0.310483
1.78625	0.21984223	-0.30446739	15.332602	2.2233604	-0.309289
1.7863	0.15322323	-0.30370076	15.332713	2.2114746	-0.309289
1.78635	0.23316623	-0.30293412	15.332823	2.1995889	-0.308095
1.7864	0.11325223	-0.30216748	15.332933	2.1877032	-0.306901
1.78645	0.17987123	-0.30140083	15.333042	2.1758175	-0.306901
1.7865	0.17987123	-0.30063417	15.333151	2.1639318	-0.305706
1.78655	0.20651823	-0.29986751	15.333259	2.1520461	-0.304512
1.7866	0.03330923	-0.29910085	15.333366	2.1401604	-0.304512
1.78665	0.15322323	-0.29833418	15.333473	2.1282747	-0.303318
1.7867	0.21984223	-0.2975675	15.333579	2.116389	-0.302124
1.78675	0.23316623	-0.29680082	15.333684	2.1045033	-0.302124
1.7868	0.11325223	-0.29603413	15.333789	2.0926176	-0.30093
1.78685	0.08660423	-0.29526744	15.333894	2.0807319	-0.299735
1.7869	0.21984223	-0.29450074	15.333997	2.0688461	-0.299735
1.78695	0.17987123	-0.29373404	15.3341	2.0569604	-0.298541
1.787	0.08660423	-0.29296733	15.334203	2.0450747	-0.297347
1.78705	0.00666223000000001	-0.29220062	15.334305	2.033189	-0.297347
1.7871	0.15322323	-0.2914339	15.334406	2.0213033	-0.296153
1.78715	0.21984223	-0.29066718	15.334507	2.0094176	-0.294959
1.7872	0.17987123	-0.28990045	15.334607	1.9975319	-0.294959
1.78725	0.08660423	-0.28913372	15.334707	1.9856462	-0.293765
1.7873	0.15322323	-0.28836698	15.334806	1.9737605	-0.29257
1.78735	0.21984223	-0.28760024	15.334904	1.9618748	-0.29257
1.7874	0.11325223	-0.28683349	15.335002	1.9499891	-0.291376
1.78745	0.13989923	-0.28606674	15.335099	1.9381034	-0.290182
1.7875	0.13989923	-0.28529998	15.335196	1.9262176	-0.290182
1.78755	0.20651823	-0.28453322	15.335292	1.9143319	-0.288988
1.7876	0.19319523	-0.28376645	15.335387	1.9024462	-0.287794
1.78765	0.15322323	-0.28299968	15.335482	1.8905605	-0.287794
1.7877	0.07328123	-0.2822329	15.335576	1.8786748	-0.2866
1.78775	0.23316623	-0.28146612	15.33567	1.8667891	-0.285405
1.7878	0.24649023	-0.28069934	15.335763	1.8549034	-0.285405
1.78785	0.19319523	-0.27993255	15.335855	1.8430177	-0.284211
1.7879	0.13989923	-0.27916575	15.335947	1.831132	-0.283017
1.78795	0.13989923	-0.27839895	15.336039	1.8192463	-0.283017
1.788	0.24649023	-0.27763215	15.336129	1.8073606	-0.281823
1.78805	0.16654723	-0.27686534	15.336219	1.7954749	-0.280629
1.7881	0.15322323	-0.27609853	15.336309	1.7835891	-0.280629
1.78815	0.11325223	-0.27533171	15.336398	1.7717034	-0.279434
1.7882	0.16654723	-0.27456489	15.336486	1.7598177	-0.27824
1.78825	0.19319523	-0.27379806	15.336574	1.747932	-0.27824
1.7883	0.21984223	-0.27303123	15.336661	1.7360463	-0.277046
1.78835	0.07328123	-0.27226439	15.336747	1.7241606	-0.275852
1.7884	0.24649023	-0.27149755	15.336833	1.7122749	-0.275852
1.78845	0.17987123	-0.27073071	15.336918	1.7003892	-0.274658
1.7885	0.19319523	-0.26996386	15.337003	1.6885035	-0.273464
1.78855	0.16654723	-0.26919701	15.337087	1.6766178	-0.273464
1.7886	0.11325223	-0.26843015	15.337171	1.6647321	-0.272269
1.78865	0.09992823	-0.26766329	15.337254	1.6528464	-0.271075
1.7887	0.17987123	-0.26689643	15.337336	1.6409606	-0.271075
1.78875	0.17987123	-0.26612956	15.337418	1.6290749	-0.269881
1.7888	0.04663323	-0.26536269	15.337499	1.6171892	-0.269881
1.78885	0.13989923	-0.26459581	15.33758	1.6053035	-0.268687
1.7889	0.23316623	-0.26382893	15.33766	1.5934178	-0.267493
1.78895	0.12657623	-0.26306204	15.337739	1.5815321	-0.266299
1.789	0.03330923	-0.26229515	15.337818	1.5696464	-0.266299
1.78905	0.05995723	-0.26152826	15.337896	1.5577607	-0.265104
1.7891	0.21984223	-0.26076137	15.337973	1.545875	-0.265104
1.78915	0.15322323	-0.25999446	15.33805	1.5339893	-0.26391
1.7892	0.16654723	-0.25922756	15.338127	1.5221036	-0.262716
1.78925	0.08660423	-0.25846065	15.338203	1.5102179	-0.262716
1.7893	0.16654723	-0.25769374	15.338278	1.4983321	-0.261522
1.78935	0.24649023	-0.25692682	15.338353	1.4864464	-0.260328
1.7894	0.16654723	-0.2561599	15.338427	1.4745607	-0.260328
1.78945	0.01998523	-0.25539298	15.3385	1.462675	-0.259134
1.7895	0.12657623	-0.25462605	15.338573	1.4507893	-0.257939
1.78955	0.21984223	-0.25385912	15.338645	1.4389036	-0.257939
1.7896	0.12657623	-0.25309219	15.338717	1.4270179	-0.256745
1.78965	0.12657623	-0.25232525	15.338788	1.4151322	-0.255551
1.7897	0.11325223	-0.25155831	15.338858	1.4032465	-0.255551
1.78975	0.23316623	-0.25079137	15.338928	1.3913608	-0.254357
1.7898	0.11325223	-0.25002442	15.338997	1.3794751	-0.253163
1.78985	0.07328123	-0.24925747	15.339066	1.3675894	-0.253163
1.7899	0.05995723	-0.24849051	15.339134	1.3557037	-0.251969
1.78995	0.13989923	-0.24772355	15.339202	1.3438179	-0.250774
1.79	0.07328123	-0.24695659	15.339269	1.3319322	-0.250774
1.79005	0.07328123	-0.24618963	15.339335	1.3200465	-0.24958
1.7901	0.07328123	-0.24542266	15.339401	1.3081608	-0.248386
1.79015	0.13989923	-0.24465569	15.339466	1.2962751	-0.248386
1.7902	0.19319523	-0.24388871	15.33953	1.2843894	-0.247192
1.79025	0.19319523	-0.24312173	15.339594	1.2725037	-0.245998
1.7903	0.19319523	-0.24235475	15.339657	1.260618	-0.245998
1.79035	0.12657623	-0.24158777	15.33972	1.2487323	-0.244803
1.7904	0.08660423	-0.24082078	15.339782	1.2368466	-0.243609
1.79045	0.11325223	-0.24005379	15.339844	1.2249609	-0.243609
1.7905	0.11325223	-0.2392868	15.339905	1.2130752	-0.242415
1.79055	0.07328123	-0.2385198	15.339965	1.2011894	-0.241221
1.7906	0.08660423	-0.2377528	15.340025	1.1893037	-0.241221
1.79065	0.16654723	-0.2369858	15.340084	1.177418	-0.240027
1.7907	0.23316623	-0.23621879	15.340143	1.1655323	-0.238833
1.79075	0.21984223	-0.23545178	15.340201	1.1536466	-0.238833
1.7908	0.11325223	-0.23468477	15.340258	1.1417609	-0.237638
1.79085	0.20651823	-0.23391776	15.340315	1.1298752	-0.236444
1.7909	0.16654723	-0.23315074	15.340371	1.1179895	-0.236444
1.79095	0.12657623	-0.23238372	15.340427	1.1061038	-0.23525
1.791	0.03330923	-0.2316167	15.340482	1.0942181	-0.23525
1.79105	0.11325223	-0.23084967	15.340536	1.0823324	-0.234056
1.7911	0.15322323	-0.23008264	15.34059	1.0704467	-0.232862
1.79115	0.16654723	-0.22931561	15.340643	1.0585609	-0.232862
1.7912	0.09992823	-0.22854858	15.340696	1.0466752	-0.231668
1.79125	0.13989923	-0.22778154	15.340748	1.0347895	-0.230473
1.7913	0.28646123	-0.2270145	15.340799	1.0229038	-0.230473
1.79135	0.20651823	-0.22624746	15.34085	1.0110181	-0.229279
1.7914	0.13989923	-0.22548042	15.3409	0.9991324	-0.228085
1.79145	0.04663323	-0.22471337	15.34095	0.98724669	-0.228085
1.7915	0.15322323	-0.22394632	15.340999	0.97536099	-0.226891
1.79155	0.21984223	-0.22317927	15.341047	0.96347528	-0.225697
1.7916	0.17987123	-0.22241222	15.341095	0.95158957	-0.225697
1.79165	0.05995723	-0.22164516	15.341143	0.93970386	-0.224503
1.7917	0.17987123	-0.22087811	15.341189	0.92781815	-0.223308
1.79175	0.27313723	-0.22011104	15.341235	0.91593245	-0.223308
1.7918	0.17987123	-0.21934398	15.341281	0.90404674	-0.222114
1.79185	0.17987123	-0.21857692	15.341326	0.89216103	-0.22092
1.7919	0.16654723	-0.21780985	15.34137	0.88027532	-0.22092
1.79195	0.24649023	-0.21704278	15.341414	0.86838961	-0.219726
1.792	0.15322323	-0.21627571	15.341457	0.8565039	-0.218532
1.79205	0.20651823	-0.21550863	15.341499	0.8446182	-0.218532
1.7921	0.07328123	-0.21474156	15.341541	0.83273249	-0.217338
1.79215	0.21984223	-0.21397448	15.341583	0.82084678	-0.216143
1.7922	0.23316623	-0.2132074	15.341623	0.80896107	-0.216143
1.79225	0.17987123	-0.21244032	15.341664	0.79707536	-0.214949
1.7923	0.11325223	-0.21167323	15.341703	0.78518965	-0.213755
1.79235	0.19319523	-0.21090615	15.341742	0.77330395	-0.213755
1.7924	0.28646123	-0.21013906	15.341781	0.76141824	-0.212561
1.79245	0.16654723	-0.20937197	15.341818	0.74953253	-0.211367
1.7925	0.16654723	-0.20860488	15.341855	0.73764682	-0.211367
1.79255	0.04663323	-0.20783778	15.341892	0.72576111	-0.210173
1.7926	0.13989923	-0.20707069	15.341928	0.71387541	-0.208978
1.79265	0.20651823	-0.20630359	15.341963	0.7019897	-0.208978
1.7927	0.21984223	-0.20553649	15.341998	0.69010399	-0.207784
1.79275	0.11325223	-0.20476939	15.342032	0.67821828	-0.20659
1.7928	0.16654723	-0.20400229	15.342066	0.66633257	-0.20659
1.79285	0.21984223	-0.20323518	15.342099	0.65444686	-0.205396
1.7929	0.20651823	-0.20246808	15.342132	0.64256116	-0.204202
1.79295	0.21984223	-0.20170097	15.342163	0.63067545	-0.204202
1.793	0.11325223	-0.20093386	15.342195	0.61878974	-0.203008
1.79305	0.17987123	-0.20016675	15.342225	0.60690403	-0.201813
1.7931	0.20651823	-0.19939964	15.342255	0.59501832	-0.201813
1.79315	0.20651823	-0.19863253	15.342285	0.58313261	-0.200619
1.7932	0.12657623	-0.19786541	15.342314	0.57124691	-0.199425
1.79325	0.24649023	-0.19709829	15.342342	0.5593612	-0.199425
1.7933	0.27313723	-0.19633118	15.34237	0.54747549	-0.198231
1.79335	0.20651823	-0.19556406	15.342397	0.53558978	-0.197037
1.7934	0.12657623	-0.19479694	15.342423	0.52370407	-0.197037
1.79345	0.16654723	-0.19402982	15.342449	0.51181837	-0.195843
1.7935	0.27313723	-0.19326269	15.342474	0.49993266	-0.194648
1.79355	0.19319523	-0.19249557	15.342499	0.48804695	-0.194648
1.7936	0.19319523	-0.19172844	15.342523	0.47616124	-0.193454
1.79365	0.11325223	-0.19096132	15.342547	0.46427553	-0.19226
1.7937	0.20651823	-0.19019419	15.34257	0.45238982	-0.19226
1.79375	0.27313723	-0.18942706	15.342592	0.44050412	-0.191066
1.7938	0.21984223	-0.18865993	15.342614	0.42861841	-0.189872
1.79385	0.11325223	-0.1878928	15.342635	0.4167327	-0.189872
1.7939	0.39305123	-0.18712567	15.342655	0.40484699	-0.188678
1.79395	0.23316623	-0.18635853	15.342675	0.39296128	-0.187483
1.794	0.15322323	-0.1855914	15.342695	0.38107557	-0.187483
1.79405	0.16654723	-0.18482426	15.342713	0.36918987	-0.186289
1.7941	0.13989923	-0.18405713	15.342731	0.35730416	-0.185095
1.79415	0.24649023	-0.18328999	15.342749	0.34541845	-0.185095
1.7942	0.21984223	-0.18252285	15.342766	0.33353274	-0.183901
1.79425	0.21984223	-0.18175571	15.342782	0.32164703	-0.182707
1.7943	0.12657623	-0.18098857	15.342798	0.30976132	-0.182707
1.79435	0.24649023	-0.18022143	15.342813	0.29787562	-0.181513
1.7944	0.21984223	-0.17945429	15.342828	0.28598991	-0.180318
1.79445	0.17987123	-0.17868715	15.342842	0.2741042	-0.180318
1.7945	0.11325223	-0.17792001	15.342855	0.26221849	-0.179124
1.79455	0.15322323	-0.17715286	15.342868	0.25033278	-0.17793
1.7946	0.31310923	-0.17638572	15.34288	0.23844708	-0.17793
1.79465	0.23316623	-0.17561858	15.342892	0.22656137	-0.176736
1.7947	0.21984223	-0.17485143	15.342903	0.21467566	-0.175542
1.79475	0.16654723	-0.17408429	15.342913	0.20278995	-0.175542
1.7948	0.17987123	-0.17331714	15.342923	0.19090424	-0.174348
1.79485	0.32643223	-0.17254999	15.342933	0.17901853	-0.173153
1.7949	0.24649023	-0.17178285	15.342941	0.16713283	-0.173153
1.79495	0.13989923	-0.1710157	15.342949	0.15524712	-0.171959
1.795	0.13989923	-0.17024855	15.342957	0.14336141	-0.170765
1.79505	0.23316623	-0.1694814	15.342964	0.1314757	-0.170765
1.7951	0.19319523	-0.16871426	15.34297	0.11958999	-0.169571
1.79515	0.21984223	-0.16794711	15.342976	0.10770428	-0.169571
1.7952	0.16654723	-0.16717996	15.342981	0.095818577	-0.168377
1.79525	0.28646123	-0.16641281	15.342985	0.083932868	-0.167183
1.7953	0.29978523	-0.16564566	15.342989	0.07204716	-0.165988
1.79535	0.25981323	-0.16487851	15.342992	0.060161452	-0.165988
1.7954	0.11325223	-0.16411136	15.342995	0.048275744	-0.164794
1.79545	0.17987123	-0.16334421	15.342997	0.036390035	-0.164794
1.7955	0.25981323	-0.16257706	15.342999	0.024504327	-0.1636
1.79555	0.21984223	-0.16180991	15.343	0.012618619	-0.162406
1.7956	0.12657623	-0.16104276	15.343	0.00073291069	-0.162406
1.79565	0.15322323	-0.16027561	15.343	-0.011152798	-0.161212
1.7957	0.31310923	-0.15950846	15.342999	-0.023038506	-0.160018
1.79575	0.27313723	-0.15874131	15.342997	-0.034924214	-0.160018
1.7958	0.21984223	-0.15797416	15.342995	-0.046809922	-0.158823
1.79585	0.12657623	-0.15720701	15.342993	-0.058695631	-0.157629
1.7959	0.21984223	-0.15643986	15.342989	-0.070581339	-0.157629
1.79595	0.27313723	-0.15567271	15.342986	-0.082467047	-0.156435
1.796	0.15322323	-0.15490556	15.342981	-0.094352755	-0.155241
1.79605	0.04663323	-0.15413841	15.342976	-0.10623846	-0.155241
1.7961	0.15322323	-0.15337127	15.342971	-0.11812417	-0.154047
1.79615	0.24649023	-0.15260412	15.342964	-0.13000988	-0.152853
1.7962	0.12657623	-0.15183697	15.342958	-0.14189559	-0.152853
1.79625	0.20651823	-0.15106982	15.34295	-0.1537813	-0.151658
1.7963	0.21984223	-0.15030267	15.342942	-0.165667	-0.150464
1.79635	0.28646123	-0.14953553	15.342934	-0.17755271	-0.150464
1.7964	0.21984223	-0.14876838	15.342924	-0.18943842	-0.14927
1.79645	0.21984223	-0.14800124	15.342915	-0.20132413	-0.148076
1.7965	0.11325223	-0.14723409	15.342904	-0.21320984	-0.148076
1.79655	0.27313723	-0.14646694	15.342893	-0.22509555	-0.146882
1.7966	0.21984223	-0.1456998	15.342882	-0.23698125	-0.145688
1.79665	0.19319523	-0.14493266	15.34287	-0.24886696	-0.145688
1.7967	0.20651823	-0.14416551	15.342857	-0.26075267	-0.144493
1.79675	0.21984223	-0.14339837	15.342844	-0.27263838	-0.143299
1.7968	0.25981323	-0.14263123	15.34283	-0.28452409	-0.143299
1.79685	0.23316623	-0.14186409	15.342815	-0.2964098	-0.142105
1.7969	0.20651823	-0.14109695	15.3428	-0.3082955	-0.140911
1.79695	0.09992823	-0.14032981	15.342784	-0.32018121	-0.140911
1.797	0.13989923	-0.13956267	15.342768	-0.33206692	-0.139717
1.79705	0.27313723	-0.13879553	15.342751	-0.34395263	-0.138523
1.7971	0.17987123	-0.13802839	15.342734	-0.35583834	-0.138523
1.79715	0.09992823	-0.13726126	15.342716	-0.36772404	-0.137328
1.7972	0.19319523	-0.13649412	15.342697	-0.37960975	-0.136134
1.79725	0.23316623	-0.13572699	15.342678	-0.39149546	-0.136134
1.7973	0.19319523	-0.13495985	15.342658	-0.40338117	-0.13494
1.79735	0.19319523	-0.13419272	15.342637	-0.41526688	-0.13494
1.7974	0.12657623	-0.13342559	15.342616	-0.42715259	-0.133746
1.79745	0.21984223	-0.13265846	15.342595	-0.43903829	-0.132552
1.7975	0.16654723	-0.13189133	15.342572	-0.450924	-0.132552
1.79755	0.19319523	-0.1311242	15.342549	-0.46280971	-0.131358
1.7976	0.08660423	-0.13035708	15.342526	-0.47469542	-0.130164
1.79765	0.20651823	-0.12958995	15.342502	-0.48658113	-0.130164
1.7977	0.20651823	-0.12882283	15.342477	-0.49846684	-0.128969
1.79775	0.21984223	-0.1280557	15.342452	-0.51035254	-0.127775
1.7978	0.08660423	-0.12728858	15.342426	-0.52223825	-0.127775
1.79785	0.15322323	-0.12652146	15.3424	-0.53412396	-0.126581
1.7979	0.29978523	-0.12575434	15.342373	-0.54600967	-0.125387
1.79795	0.24649023	-0.12498722	15.342345	-0.55789538	-0.125387
1.798	0.16654723	-0.12422011	15.342317	-0.56978108	-0.124193
1.79805	0.05995723	-0.12345299	15.342288	-0.58166679	-0.122999
1.7981	0.17987123	-0.12268588	15.342259	-0.5935525	-0.122999
1.79815	0.17987123	-0.12191877	15.342229	-0.60543821	-0.121804
1.7982	0.17987123	-0.12115166	15.342198	-0.61732392	-0.12061
1.79825	0.12657623	-0.12038455	15.342167	-0.62920963	-0.12061
1.7983	0.21984223	-0.11961744	15.342135	-0.64109533	-0.119416
1.79835	0.27313723	-0.11885033	15.342103	-0.65298104	-0.118222
1.7984	0.16654723	-0.11808323	15.34207	-0.66486675	-0.118222
1.79845	0.16654723	-0.11731613	15.342037	-0.67675246	-0.117028
1.7985	0.16654723	-0.11654902	15.342003	-0.68863817	-0.115834
1.79855	0.24649023	-0.11578193	15.341968	-0.70052388	-0.115834
1.7986	0.19319523	-0.11501483	15.341932	-0.71240958	-0.114639
1.79865	0.16654723	-0.11424773	15.341897	-0.72429529	-0.113445
1.7987	0.11325223	-0.11348064	15.34186	-0.736181	-0.113445
1.79875	0.20651823	-0.11271355	15.341823	-0.74806671	-0.112251
1.7988	0.24649023	-0.11194646	15.341785	-0.75995242	-0.111057
1.79885	0.16654723	-0.11117937	15.341747	-0.77183813	-0.111057
1.7989	0.15322323	-0.11041228	15.341708	-0.78372383	-0.109863
1.79895	0.19319523	-0.1096452	15.341669	-0.79560954	-0.108669
1.799	0.24649023	-0.10887811	15.341628	-0.80749525	-0.108669
1.79905	0.17987123	-0.10811103	15.341588	-0.81938096	-0.107474
1.7991	0.19319523	-0.10734396	15.341547	-0.83126667	-0.10628
1.79915	0.11325223	-0.10657688	15.341505	-0.84315237	-0.10628
1.7992	0.17987123	-0.10580981	15.341462	-0.85503808	-0.105086
1.79925	0.23316623	-0.10504273	15.341419	-0.86692379	-0.103892
1.7993	0.23316623	-0.10427566	15.341376	-0.8788095	-0.103892
1.79935	0.19319523	-0.1035086	15.341331	-0.89069521	-0.102698
1.7994	0.16654723	-0.10274153	15.341286	-0.90258092	-0.101504
1.79945	0.29978523	-0.10197447	15.341241	-0.91446662	-0.101504
1.7995	0.20651823	-0.10120741	15.341195	-0.92635233	-0.100309
1.79955	0.15322323	-0.10044035	15.341148	-0.93823804	-0.099115
1.7996	0.17987123	-0.099673291	15.341101	-0.95012375	-0.099115
1.79965	0.25981323	-0.098906237	15.341053	-0.96200946	-0.097921
1.7997	0.17987123	-0.098139186	15.341005	-0.97389517	-0.096727
