"p2.5","median","p97.5"
0.015153737162825547,-0.013551660720353383,-0.000873598369011213,0.006584713727488958
0.015439656731935461,-0.011848143900781516,-0.0013103975535168197,0.006562873768263677
0.015725576301045378,-0.011422264695888548,-0.001747196738022426,0.00613699456337071
0.016011495870155296,-0.012274023105674482,-0.0013103975535168197,0.006158834522595991
0.01629741543926521,-0.012710822290180088,-0.000873598369011213,0.006595633707101598
0.016583335008375125,-0.012295863064899762,-0.000873598369011213,0.00613699456337071
0.016869254577485043,-0.011433184675501189,-0.000873598369011213,0.005689275399252465
0.017155174146594957,-0.011433184675501189,-0.0004367991845056065,0.006988752973156643
0.01744109371570487,-0.011400424736663268,-0.000873598369011213,0.006573793747876317
0.01772701328481479,-0.011400424736663268,-0.0004367991845056065,0.006551953788651036
0.018012932853924708,-0.010483146449201494,-0.0004367991845056065,0.006551953788651036
0.018298852423034622,-0.010494066428814135,-0.000873598369011213,0.00612607458375807
0.018584771992144537,-0.010494066428814135,-0.000873598369011213,0.007862351342167857
0.018870691561254455,-0.011367664797825349,0.0,0.006551953788651036
0.01915661113036437,-0.010483146449201494,-0.0004367991845056065,0.006115154604145429
0.019442530699474284,-0.010930865613319742,-0.0004367991845056065,0.006147914542983351
0.0197284502685842,-0.011793544002718315,-0.000873598369011213,0.006551953788651036
0.02001436983769412,-0.012241263166836562,-0.0004367991845056065,0.00742555215766225
0.020300289406804034,-0.011837223921168875,0.0,0.006999672952769284
0.02058620897591395,-0.011389504757050629,-0.0004367991845056065,0.005700195378865105
0.020872128545023867,-0.011378584777437988,-0.0004367991845056065,0.005678355419639824
0.02115804811413378,-0.010526826367652054,-0.000873598369011213,0.00613699456337071
0.021443967683243696,-0.011378584777437988,-0.0004367991845056065,0.006551953788651036
0.021729887252353614,-0.011367664797825349,-0.0004367991845056065,0.006562873768263677
0.022015806821463528,-0.010963625552157661,-0.0004367991845056065,0.005241590214067279
0.022301726390573446,-0.011411344716275909,-0.0004367991845056065,0.006115154604145429
0.02258764595968336,-0.010515906388039415,-0.0004367991845056065,0.006115154604145429
0.022873565528793275,-0.010504986408426774,-0.000873598369011213,0.005689275399252465
0.02315948509790319,-0.010046347264695887,-0.000873598369011213,0.006551953788651036
0.023445404667013104,-0.010483146449201494,-0.0004367991845056065,0.006562873768263677
0.023731324236123022,-0.010930865613319742,0.0,0.004815711009174313
0.024017243805232937,-0.010079107203533808,-0.0004367991845056065,0.005263429323819233
0.024303163374342858,-0.009620468059802921,-0.000873598369011213,0.006999672952769284
0.024589082943452772,-0.00875778967040435,-0.000873598369011213,0.006999672952769284
0.024875002512562683,-0.010046347264695887,-0.0004367991845056065,0.007436472137274891
0.025160922081672605,-0.00873594971117907,-0.000873598369011213,0.005689275399252465
0.02544684165078252,-0.008364670404349302,-0.000873598369011213,0.006147914542983351
0.025732761219892434,-0.008342830445124022,-0.0013103975535168197,0.005711115358477746
0.026018680789002352,-0.00745831209650017,-0.000873598369011213,0.006551953788651036
0.026304600358112266,-0.00744739211688753,-0.000873598369011213,0.005711115358477746
0.02659051992722218,-0.00873594971117907,-0.0004367991845056065,0.005700195378865105
0.0268764394963321,-0.009194588854909957,-0.000873598369011213,0.00613699456337071
0.027162359065442013,-0.00875778967040435,-0.000873598369011213,0.006562873768263677
0.027448278634551928,-0.008320990485898742,-0.000873598369011213,0.006169754502208632
0.027734198203661846,-0.00877962962962963,-0.000873598369011213,0.006988752973156643
0.02802011777277176,-0.00746923207611281,-0.000873598369011213,0.005689275399252465
0.028306037341881675,-0.009183668875297316,-0.000873598369011213,0.006988752973156643
0.028591956910991593,-0.008320990485898742,-0.0004367991845056065,0.006999672952769284
0.028877876480101507,-0.008375590383961943,-0.0004367991845056065,0.006999672952769284
0.02916379604921143,-0.009183668875297316,-0.0004367991845056065,0.00612607458375807
0.029449715618321343,-0.009172748895684677,-0.000873598369011213,0.006551953788651036
0.029735635187431258,-0.007906031260618417,-0.0004367991845056065,0.006595633707101598
0.030021554756541176,-0.00875778967040435,-0.0004367991845056065,0.007010592932381924
0.03030747432565109,-0.009194588854909957,-0.000873598369011213,0.006573793747876317
0.030593393894761005,-0.009642308019028201,-0.0004367991845056065,0.006147914542983351
0.030879313463870923,-0.010930865613319742,-0.0004367991845056065,0.007010592932381924
0.031165233032980837,-0.010090027183146447,0.0,0.005689275399252465
0.03145115260209075,-0.010068187223921167,0.0,0.006606553686714239
0.03173707217120067,-0.010952705572545022,0.0,0.005678355419639824
0.032022991740310584,-0.011367664797825349,-0.0004367991845056065,0.00613699456337071
0.0323089113094205,-0.011400424736663268,0.0,0.006147914542983351
0.03259483087853042,-0.010504986408426774,-0.0004367991845056065,0.005711115358477746
0.032880750447640335,-0.010963625552157661,-0.0004367991845056065,0.006562873768263677
0.03316667001675025,-0.011389504757050629,0.0,0.00612607458375807
0.033452589585860164,-0.011804463982330956,0.0,0.006147914542983351
0.03373850915497008,-0.010504986408426774,0.0004367991845056065,0.006551953788651036
0.03402442872407999,-0.009664147978253481,-0.0004367991845056065,0.008757789670404352
0.034310348293189914,-0.00960954808019028,0.0004367991845056065,0.007447392116887531
0.03459626786229983,-0.009172748895684677,0.0004367991845056065,0.006988752973156643
0.03488218743140974,-0.00886698946653075,0.0004367991845056065,0.007436472137274891
0.03516810700051966,-0.007545671933401291,0.0004367991845056065,0.007862351342167857
0.03545402656962957,-0.00882330954808019,0.0,0.008757789670404352
0.035739946138739494,-0.008320990485898742,0.0,0.006988752973156643
0.03602586570784941,-0.008790549609242271,0.0,0.006988752973156643
0.03631178527695932,-0.009271028712198438,0.0004367991845056065,0.007862351342167857
0.036597704846069244,-0.008812389568467551,0.0,0.007436472137274891
0.03688362441517916,-0.008386510363574582,0.0,0.00742555215766225
0.03716954398428907,-0.008386510363574582,0.0004367991845056065,0.006562873768263677
0.03745546355339899,-0.010122787121984368,0.0,0.006562873768263677
0.0377413831225089,-0.010090027183146447,0.0004367991845056065,0.006562873768263677
0.03802730269161882,-0.009216428814135237,0.0004367991845056065,0.006584713727488958
0.03831322226072874,-0.007480152055725451,0.0004367991845056065,0.006573793747876317
0.03859914182983865,-0.008419270302412503,0.0004367991845056065,0.006988752973156643
0.03888506139894857,-0.010079107203533808,0.0,0.006999672952769284
0.03917098096805848,-0.00965322799864084,0.0,0.006595633707101598
0.039456900537168396,-0.008310070506286103,0.0,0.006999672952769284
0.03974282010627832,-0.009183668875297316,0.000873598369011213,0.00613699456337071
0.04002873967538823,-0.010919945633707101,0.0004367991845056065,0.007862351342167857
0.04031465924449815,-0.010548666326877334,0.0004367991845056065,0.006562873768263677
0.04060057881360807,-0.008462950220863063,0.0,0.007010592932381924
0.04088649838271798,-0.00886698946653075,0.0004367991845056065,0.00742555215766225
0.0411724179518279,-0.011356744818212708,0.0004367991845056065,0.006595633707101598
0.04145833752093781,-0.011422264695888548,0.0004367991845056065,0.007436472137274891
0.041744257090047726,-0.009707827896704041,0.0,0.007873271321780497
0.04203017665915764,-0.0096969079170914,0.0,0.007436472137274891
0.04231609622826756,-0.010515906388039415,0.0004367991845056065,0.007480152055725452
0.04260201579737748,-0.010930865613319742,0.0004367991845056065,0.008757789670404352
0.04288793536648739,-0.010526826367652054,0.0,0.007436472137274891
0.043173854935597306,-0.010930865613319742,-0.0004367991845056065,0.007862351342167857
0.04345977450470722,-0.011837223921168875,-0.0004367991845056065,0.008320990485898743
0.043745694073817135,-0.0096969079170914,0.0004367991845056065,0.007873271321780497
0.044031613642927056,-0.011433184675501189,0.0,0.008331910465511383
0.04431753321203697,-0.009260108732585797,0.0,0.006584713727488958
0.044603452781146885,-0.010963625552157661,-0.0004367991845056065,0.007010592932381924
0.044889372350256806,-0.0096969079170914,0.0,0.00960954808019028
0.04517529191936672,-0.010570506286102614,-0.0004367991845056065,0.009172748895684677
0.045461211488476636,-0.010570506286102614,0.0,0.008768709650016991
0.04574713105758655,-0.010100947162759088,0.0,0.007906031260618418
0.046033050626696465,-0.00967506795786612,0.0,0.009642308019028201
0.04631897019580638,-0.00967506795786612,-0.0004367991845056065,0.009205508834522598
0.046604889764916294,-0.010100947162759088,0.0,0.009194588854909959
0.046890809334026215,-0.007916951240231057,-0.0004367991845056065,0.009183668875297318
0.04717672890313613,-0.009642308019028201,0.0,0.010494066428814135
0.047462648472246044,-0.010919945633707101,0.0004367991845056065,0.00960954808019028
0.04774856804135596,-0.010515906388039415,0.0004367991845056065,0.009183668875297318
0.04803448761046587,-0.010504986408426774,0.0004367991845056065,0.009172748895684677
0.0483204071795758,-0.008299150526673462,0.0,0.008757789670404352
0.048606326748685716,-0.009620468059802921,0.000873598369011213,0.009205508834522598
0.04889224631779563,-0.010111867142371727,0.0004367991845056065,0.010090027183146449
0.049178165886905545,-0.010079107203533808,0.000873598369011213,0.009194588854909959
0.04946408545601545,-0.008310070506286103,0.0004367991845056065,0.009183668875297318
0.04975000502512537,-0.008342830445124022,0.0004367991845056065,0.008757789670404352
0.050035924594235295,-0.00873594971117907,0.0004367991845056065,0.008746869690791711
0.05032184416334521,-0.00744739211688753,0.0013103975535168197,0.00873594971117907
0.050607763732455124,-0.008310070506286103,0.0,0.008342830445124023
0.05089368330156504,-0.00743647213727489,0.0004367991845056065,0.008342830445124023
0.05117960287067495,-0.008299150526673462,0.000873598369011213,0.008320990485898743
0.05146552243978487,-0.008310070506286103,0.0004367991845056065,0.00873594971117907
0.05175144200889479,-0.007010592932381923,0.0,0.008299150526673462
0.052037361578004704,-0.007010592932381923,-0.0004367991845056065,0.009183668875297318
0.05232328114711462,-0.006606553686714237,0.0,0.010046347264695887
0.05260920071622453,-0.00744739211688753,0.0004367991845056065,0.008746869690791711
0.05289512028533445,-0.006988752973156643,0.0004367991845056065,0.009183668875297318
0.05318103985444437,-0.007884191301393137,0.0,0.009620468059802921
0.05346695942355428,-0.008299150526673462,0.0,0.009194588854909959
0.0537528789926642,-0.007032432891607203,0.0004367991845056065,0.009631388039415562
0.05403879856177411,-0.007884191301393137,0.0004367991845056065,0.010952705572545022
0.05432471813088403,-0.00751291199456337,0.0004367991845056065,0.010941785592932383
0.05461063769999394,-0.008310070506286103,0.0004367991845056065,0.010952705572545022
0.05489655726910386,-0.007043352871219844,0.0,0.011804463982330956
0.05518247683821378,-0.007862351342167857,0.0,0.010985465511382944
0.05546839640732369,-0.00743647213727489,0.0,0.01268898233095481
0.055754315976433606,-0.007010592932381923,0.0,0.013584420659191304
0.05604023554554352,-0.00744739211688753,0.0004367991845056065,0.011422264695888551
0.056326155114653435,-0.006562873768263676,0.0,0.012263103126061842
0.056612074683763364,-0.006562873768263676,0.0,0.013125781515460417
0.05689799425287327,-0.006999672952769283,0.0004367991845056065,0.013551660720353383
0.057183913821983186,-0.008299150526673462,0.0,0.011869983860006797
0.0574698333910931,-0.00743647213727489,-0.0004367991845056065,0.011869983860006797
0.057755752960203015,-0.006606553686714237,0.0,0.013136701495073056
0.05804167252931294,-0.007873271321780497,-0.0004367991845056065,0.013999379884471629
0.05832759209842286,-0.008299150526673462,0.0,0.012743582229018011
0.05861351166753277,-0.00742555215766225,0.0,0.012241263166836562
0.05889943123664269,-0.00742555215766225,-0.0004367991845056065,0.01268898233095481
0.0591853508057526,-0.007862351342167857,0.0,0.01269990231056745
0.059471270374862516,-0.007032432891607203,0.0,0.011826303941556236
0.05975718994397244,-0.006573793747876316,0.0004367991845056065,0.01268898233095481
0.06004310951308235,-0.007873271321780497,0.0,0.01137858477743799
0.060329029082192266,-0.00745831209650017,0.0,0.010930865613319742
0.06061494865130218,-0.00744739211688753,0.0,0.013114861535847776
0.060900868220412095,-0.00873594971117907,0.0,0.012732662249405372
0.06118678778952201,-0.007884191301393137,0.0,0.010952705572545022
0.06147270735863193,-0.007862351342167857,0.0,0.010537746347264697
0.061758626927741846,-0.00744739211688753,0.0,0.010963625552157663
0.06204454649685176,-0.006988752973156643,0.0004367991845056065,0.011007305470608224
0.062330466065961675,-0.007873271321780497,0.0004367991845056065,0.011444104655113831
0.06261638563507159,-0.008310070506286103,0.0004367991845056065,0.010144627081209652
0.0629023052041815,-0.00743647213727489,0.0004367991845056065,0.009685987937478763
0.06318822477329143,-0.00743647213727489,0.0,0.010504986408426776
0.06347414434240134,-0.006988752973156643,0.0,0.011815383961943596
0.06376006391151126,-0.00873594971117907,-0.0004367991845056065,0.011367664797825349
0.06404598348062117,-0.008310070506286103,0.0004367991845056065,0.009183668875297318
0.06433190304973109,-0.008299150526673462,-0.0004367991845056065,0.008364670404349305
0.06461782261884101,-0.007873271321780497,0.0,0.010515906388039415
0.06490374218795092,-0.008320990485898742,0.0,0.010515906388039415
0.06518966175706084,-0.009172748895684677,-0.000873598369011213,0.010090027183146449
0.06547558132617075,-0.010046347264695887,-0.000873598369011213,0.008342830445124023
0.06576150089528067,-0.009194588854909957,-0.0004367991845056065,0.010068187223921169
0.06604742046439058,-0.009620468059802921,-0.000873598369011213,0.00873594971117907
0.0663333400335005,-0.008790549609242271,-0.000873598369011213,0.009620468059802921
0.06661925960261042,-0.009183668875297316,-0.000873598369011213,0.008746869690791711
0.06690517917172033,-0.010057267244308528,-0.0004367991845056065,0.010057267244308528
0.06719109874083025,-0.010046347264695887,-0.000873598369011213,0.00923826877336052
0.06747701830994016,-0.008342830445124022,-0.000873598369011213,0.009216428814135239
0.06776293787905008,-0.008746869690791711,-0.000873598369011213,0.010930865613319742
0.06804885744816,-0.009205508834522598,-0.0013103975535168197,0.010515906388039415
0.06833477701726991,-0.010057267244308528,-0.0013103975535168197,0.010494066428814135
0.06862069658637983,-0.009205508834522598,-0.0004367991845056065,0.011367664797825349
0.06890661615548974,-0.010494066428814135,-0.000873598369011213,0.012252183146449203
0.06919253572459966,-0.010930865613319742,-0.000873598369011213,0.0105923462453279
0.06947845529370958,-0.010941785592932381,-0.0004367991845056065,0.012295863064899765
0.06976437486281949,-0.009216428814135237,-0.0013103975535168197,0.01271082229018009
0.07005029443192941,-0.010100947162759088,-0.0004367991845056065,0.0110619045191981
0.07033621400103932,-0.011815383961943595,-0.000873598369011213,0.010668785253143055
0.07062213357014924,-0.011378584777437988,-0.000873598369011213,0.011957342847434596
0.07090805313925914,-0.010930865613319742,-0.0004367991845056065,0.012328622154264359
0.07119397270836908,-0.010504986408426774,-0.0004367991845056065,0.011487783724091066
0.07147989227747899,-0.010526826367652054,-0.0004367991845056065,0.010668785253143055
0.07176581184658891,-0.010526826367652054,-0.000873598369011213,0.008943428474345913
0.07205173141569882,-0.010515906388039415,-0.000873598369011213,0.01105098453958546
0.07233765098480874,-0.010122787121984368,-0.000873598369011213,0.012295863064899765
0.07262357055391865,-0.011804463982330956,-0.000873598369011213,0.008495709310227664
0.07290949012302857,-0.012230343187223922,-0.000873598369011213,0.008910669384981317
0.07319540969213849,-0.00960954808019028,-0.0004367991845056065,0.007589351851851857
0.0734813292612484,-0.008834229527692831,-0.000873598369011213,0.007589351851851857
0.07376724883035832,-0.010483146449201494,-0.0004367991845056065,0.008430190282025147
0.07405316839946822,-0.010057267244308528,-0.000873598369011213,0.009303788651036362
0.07433908796857815,-0.009238268773360517,-0.0013103975535168197,0.0092601087325858
0.07462500753768807,-0.010046347264695887,-0.000873598369011213,0.008015231056744824
0.07491092710679798,-0.010483146449201494,-0.000873598369011213,0.008037071015970104
0.0751968466759079,-0.00965322799864084,-0.000873598369011213,0.008037071015970104
0.0754827662450178,-0.00877962962962963,-0.0013103975535168197,0.007163472646958891
0.07576868581412773,-0.008353750424736663,-0.000873598369011213,0.00794971117906898
0.07605460538323765,-0.009183668875297316,-0.000873598369011213,0.006704833503228003
0.07634052495234755,-0.010046347264695887,-0.000873598369011213,0.006682993544002722
0.07662644452145748,-0.009227348793747878,-0.0004367991845056065,0.006704833503228003
0.07691236409056738,-0.008310070506286103,-0.000873598369011213,0.007480152055725452
0.0771982836596773,-0.009642308019028201,-0.000873598369011213,0.0066283936459395195
0.07748420322878721,-0.010046347264695887,-0.0004367991845056065,0.007906031260618418
0.07777012279789713,-0.010057267244308528,0.0,0.0070542728508324855
0.07805604236700706,-0.007480152055725451,0.0,0.006147914542983351
0.07834196193611696,-0.007021512911994563,-0.0004367991845056065,0.006551953788651036
0.07862788150522688,-0.00873594971117907,0.0,0.006551953788651036
0.07891380107433679,-0.008331910465511383,-0.0004367991845056065,0.0074583120965001715
0.07919972064344673,-0.00745831209650017,-0.0004367991845056065,0.007436472137274891
0.07948564021255664,-0.007873271321780497,0.0,0.007010592932381924
0.07977155978166656,-0.008353750424736663,0.0,0.006147914542983351
0.08005747935077646,-0.009227348793747878,0.0,0.007032432891607205
0.08034339891988637,-0.008768709650016991,0.0004367991845056065,0.0066283936459395195
0.0806293184889963,-0.007010592932381923,0.0,0.00742555215766225
0.08091523805810621,-0.008320990485898742,-0.0004367991845056065,0.008320990485898743
0.08120115762721614,-0.008353750424736663,0.0,0.007447392116887531
0.08148707719632604,-0.00880146958885491,0.0004367991845056065,0.0074583120965001715
0.08177299676543597,-0.007927871219843697,0.0004367991845056065,0.007010592932381924
0.08205891633454587,-0.007895111281005777,0.0,0.006180674481821272
0.0823448359036558,-0.00873594971117907,-0.0004367991845056065,0.00742555215766225
0.08263075547276572,-0.008768709650016991,0.0004367991845056065,0.007895111281005777
0.08291667504187562,-0.008310070506286103,0.0004367991845056065,0.007873271321780497
0.08320259461098554,-0.007862351342167857,0.0,0.007010592932381924
0.08348851418009545,-0.006999672952769283,0.0,0.00873594971117907
0.08377443374920537,-0.008746869690791711,0.0,0.008746869690791711
0.0840603533183153,-0.008310070506286103,0.0004367991845056065,0.009172748895684677
0.0843462728874252,-0.007862351342167857,0.0004367991845056065,0.008342830445124023
0.08463219245653512,-0.00742555215766225,0.0,0.007480152055725452
0.08491811202564503,-0.007873271321780497,0.0004367991845056065,0.007971551138294262
0.08520403159475495,-0.007884191301393137,0.0004367991845056065,0.00791695124023106
0.08548995116386486,-0.008310070506286103,0.0,0.008397430343187226
0.08577587073297478,-0.007862351342167857,0.0,0.008834229527692835
0.0860617903020847,-0.008299150526673462,0.0,0.007578431872239217
0.08634770987119461,-0.008299150526673462,0.0004367991845056065,0.007545671933401295
0.08663362944030453,-0.008331910465511383,0.0004367991845056065,0.007982471117906901
0.08691954900941444,-0.007873271321780497,0.0,0.00793879119945634
0.08720546857852436,-0.00743647213727489,0.0,0.007512911994563373
0.08749138814763428,-0.008310070506286103,0.000873598369011213,0.008375590383961944
0.0877773077167442,-0.00875778967040435,0.0013103975535168197,0.007545671933401295
0.08806322728585411,-0.007873271321780497,0.0004367991845056065,0.008768709650016991
0.08834914685496402,-0.00743647213727489,0.000873598369011213,0.008342830445124023
0.08863506642407394,-0.008331910465511383,0.0004367991845056065,0.008746869690791711
0.08892098599318385,-0.007862351342167857,0.000873598369011213,0.008331910465511383
0.08920690556229378,-0.006988752973156643,0.000873598369011213,0.007884191301393138
0.08949282513140369,-0.007873271321780497,0.000873598369011213,0.007873271321780497
0.08977874470051361,-0.00745831209650017,0.000873598369011213,0.007884191301393138
0.09006466426962353,-0.00745831209650017,0.000873598369011213,0.007873271321780497
0.09035058383873344,-0.00744739211688753,0.000873598369011213,0.006562873768263677
0.09063650340784336,-0.007021512911994563,0.000873598369011213,0.006999672952769284
0.09092242297695327,-0.009620468059802921,0.0004367991845056065,0.008310070506286103
0.09120834254606319,-0.008320990485898742,0.000873598369011213,0.008310070506286103
0.09149426211517313,-0.006988752973156643,0.0004367991845056065,0.006617473666326879
0.09178018168428302,-0.006999672952769283,0.000873598369011213,0.006551953788651036
0.09206610125339296,-0.008331910465511383,0.000873598369011213,0.006147914542983351
0.09235202082250285,-0.008768709650016991,0.0004367991845056065,0.006584713727488958
0.09263794039161279,-0.00877962962962963,0.0004367991845056065,0.008299150526673462
0.09292385996072268,-0.005732955317703025,0.000873598369011213,0.00742555215766225
0.0932097795298326,-0.00749107203533809,0.000873598369011213,0.006999672952769284
0.09349569909894254,-0.007906031260618417,0.000873598369011213,0.00612607458375807
0.09378161866805243,-0.007884191301393137,0.0004367991845056065,0.006562873768263677
0.09406753823716237,-0.007862351342167857,0.000873598369011213,0.007447392116887531
0.09435345780627226,-0.00742555215766225,0.000873598369011213,0.006551953788651036
0.0946393773753822,-0.007873271321780497,0.000873598369011213,0.00742555215766225
0.09492529694449212,-0.00746923207611281,0.0004367991845056065,0.006595633707101598
0.09521121651360202,-0.007862351342167857,0.0004367991845056065,0.006573793747876317
0.09549713608271194,-0.00743647213727489,0.000873598369011213,0.00613699456337071
0.09578305565182184,-0.00746923207611281,0.000873598369011213,0.00613699456337071
0.09606897522093177,-0.007501992014950731,0.0004367991845056065,0.006551953788651036
0.0963548947900417,-0.007862351342167857,0.0004367991845056065,0.006551953788651036
0.0966408143591516,-0.008353750424736663,0.0004367991845056065,0.005689275399252465
0.09692673392826152,-0.009249188752973158,0.0004367991845056065,0.005700195378865105
0.09721265349737143,-0.00751291199456337,0.000873598369011213,0.00612607458375807
0.09749857306648135,-0.007076112810057763,0.0004367991845056065,0.005700195378865105
0.09778449263559126,-0.006650233605164797,0.0004367991845056065,0.00613699456337071
0.09807041220470118,-0.009216428814135237,0.0004367991845056065,0.006115154604145429
0.0983563317738111,-0.00963138803941556,0.0004367991845056065,0.006115154604145429
0.09864225134292101,-0.010068187223921167,0.0,0.005689275399252465
0.09892817091203093,-0.009620468059802921,-0.0004367991845056065,0.006115154604145429
0.09921409048114084,-0.00963138803941556,0.0,0.005678355419639824
0.09950001005025076,-0.010919945633707101,0.0004367991845056065,0.005678355419639824
0.09978592961936068,-0.010079107203533808,0.0004367991845056065,0.005274349303431874
0.10007184918847059,-0.008310070506286103,0.0,0.005678355419639824
0.10035776875758051,-0.006202514441046549,0.0,0.005263429323819233
0.10064368832669042,-0.007916951240231057,0.0,0.004826630139313626
0.10092960789580034,-0.008746869690791711,0.0,0.005689275399252465
0.10121552746491026,-0.00749107203533809,0.0,0.004815711009174313
0.10150144703402017,-0.005732955317703025,-0.0004367991845056065,0.005700195378865105
0.10178736660313009,-0.006180674481821269,-0.0004367991845056065,0.004826630139313626
0.10207328617224,-0.007873271321780497,0.0,0.005274349303431874
0.10235920574134992,-0.006606553686714237,0.0,0.00612607458375807
0.10264512531045983,-0.006999672952769283,-0.000873598369011213,0.005711115358477746
0.10293104487956975,-0.005328949201495073,-0.0004367991845056065,0.004389831804281346
0.10321696444867967,-0.008310070506286103,-0.000873598369011213,0.004826630139313626
0.10350288401778958,-0.007862351342167857,-0.0004367991845056065,0.006115154604145429
0.1037888035868995,-0.00616975450220863,0.0,0.006999672952769284
0.10407472315600941,-0.00621343442065919,-0.0004367991845056065,0.007447392116887531
0.10436064272511933,-0.006639313625552156,-0.0004367991845056065,0.004837550118926267
0.10464656229422925,-0.007054272850832483,-0.0004367991845056065,0.006115154604145429
0.10493248186333916,-0.007054272850832483,0.0,0.007021512911994565
0.10521840143244908,-0.008310070506286103,0.0,0.009620468059802921
0.10550432100155899,-0.007916951240231057,-0.0004367991845056065,0.006573793747876317
0.10579024057066891,-0.006639313625552156,-0.0004367991845056065,0.006147914542983351
0.10607616013977883,-0.006158834522595989,-0.0004367991845056065,0.0074583120965001715
0.10636207970888874,-0.006573793747876316,-0.0004367991845056065,0.006147914542983351
0.10664799927799866,-0.00742555215766225,0.0,0.007873271321780497
0.10693391884710857,-0.007916951240231057,-0.0004367991845056065,0.006147914542983351
0.10721983841621849,-0.007884191301393137,0.0,0.006573793747876317
0.1075057579853284,-0.006136994563370709,0.0,0.007032432891607205
0.10779167755443832,-0.006551953788651036,-0.0004367991845056065,0.006562873768263677
0.10807759712354824,-0.005689275399252464,0.0,0.007021512911994565
0.10836351669265815,-0.005689275399252464,-0.0004367991845056065,0.007010592932381924
0.10864943626176807,-0.005678355419639824,0.0,0.0074583120965001715
0.10893535583087798,-0.005263429323819232,0.0,0.009205508834522598
0.1092212753999879,-0.005263429323819232,0.0,0.007895111281005777
