Time [s]	Weight_X_Position_smooth_splines [deg]	dx\dt Weight_X_Position_smooth_splines [deg\s]	dx\dt^2 Weight_X_Position_smooth_splines [deg\s^2]	Weight_X_Position_original [deg]	Roll_angle_response_empty [deg]	Roll_angle_response_water [deg]	Roll_angle_response_oil [deg]	Roll_angle_response_glycerin [deg]
0	2.220446e-16	1.0658141e-14	-881.93835	0	0	0	0	0
0.001	-0.00044137022	-0.88314147	-884.3446	-0.008132	0	0	0	0
0.002	-0.001767085	-1.7686892	-886.75086	-0.008132	0	0	0	0
0.003	-0.0039795507	-2.6566432	-889.15711	-0.016264	0	0	0	0
0.004	-0.0070811735	-3.5470034	-891.56337	-0.016264	0	0	0	0
0.005	-0.01107436	-4.4397699	-893.96962	-0.016264	0	0	0	0
0.006	-0.015961515	-5.3349427	-896.37588	-0.024395	0	0	0	0
0.007	-0.021745047	-6.2325217	-898.78213	-0.024395	0	0	0	0
0.008	-0.028427361	-7.1325069	-901.18838	-0.024395	0	0	0	0
0.009	-0.036010863	-8.0348984	-903.59464	-0.032527	0	0	0	0
0.01	-0.04449796	-8.9396962	-906.00089	-0.032527	0	0	0	0
0.011	-0.053891057	-9.8469002	-908.40715	-0.040659	0	0	0	0
0.012	-0.064192562	-10.756511	-910.8134	-0.048791	0	0	0	0
0.013	-0.075404881	-11.668527	-913.21966	-0.056922	0	0	0	0
0.014	-0.087530418	-12.58295	-915.62591	-0.065054	0	0	0	0
0.015	-0.10057158	-13.499779	-918.03217	-0.073186	0	0	0	0
0.016	-0.11453078	-14.419014	-920.43842	-0.089449	0	0	0	0
0.017	-0.12941041	-15.340656	-922.84468	-0.097581	0	0	0	0
0.018	-0.14521289	-16.264704	-925.25093	-0.113845	0	0	0	0
0.019	-0.16194062	-17.191158	-927.65719	-0.130108	0	0	0	0
0.02	-0.17959601	-18.120018	-930.06344	-0.154504	0	0	0	0
0.021	-0.19818146	-19.051284	-932.4697	-0.170767	0	0	0	0
0.022	-0.21769938	-19.984957	-934.87595	-0.195162	0	0	0	0
0.023	-0.23815218	-20.921036	-937.2822	-0.227689	0	0	0	0
0.024	-0.25954225	-21.859522	-939.68846	-0.252085	0	0	0	0
0.025	-0.28187202	-22.800413	-942.09471	-0.284612	0	0	0	0
0.026	-0.30514388	-23.743711	-944.50097	-0.325271	0	0	0	0
0.027	-0.32936025	-24.689415	-946.90722	-0.357798	0	0	0	0
0.028	-0.35452352	-25.637526	-949.31348	-0.390325	0	0	0	0
0.029	-0.3806361	-26.588042	-951.71973	-0.430984	0	0	0	0
0.03	-0.4077004	-27.540965	-954.12599	-0.471642	0	0	0	0
0.031	-0.43571883	-28.496294	-956.53224	-0.520433	0	0	0	0
0.032	-0.46469379	-29.45403	-958.9385	-0.561092	0	0	0	0
0.033	-0.49462769	-30.414171	-961.34475	-0.601751	0	0	0	0
0.034	-0.52552294	-31.376719	-963.75101	-0.650541	0	0	0	0
0.035	-0.55738193	-32.341673	-966.15726	-0.699332	0	0	0	0
0.036	-0.59020709	-33.309034	-968.56352	-0.748122	0	0	0	0
0.037	-0.6240008	-34.2788	-970.96977	-0.796913	0	0	0	0
0.038	-0.65876549	-35.250973	-973.37603	-0.853835	0	0	0	0
0.039	-0.69450355	-36.225552	-975.78228	-0.902626	0	0	0	0
0.04	-0.73121739	-37.202538	-978.18853	-0.959548	0	0	0	0
0.041	-0.76890943	-38.181929	-980.59479	-1.008339	0	0	0	0
0.042	-0.80758205	-39.163727	-983.00104	-1.065261	0	0	0	0
0.043	-0.84723768	-40.147931	-985.4073	-1.114052	0	0	0	0
0.044	-0.88787872	-41.134542	-987.81355	-1.170974	0	0	0	0
0.045	-0.92950757	-42.123558	-990.21981	-1.227897	0	0	0	0
0.046	-0.97212664	-43.114981	-992.62606	-1.276687	0	0	0	0
0.047	-1.0157383	-44.108811	-995.03232	-1.33361	0	0	0	0
0.048	-1.0603451	-45.105046	-997.43857	-1.3824	0	0	0	0
0.049	-1.1059492	-46.103688	-999.84483	-1.439323	0	0	0	0
0.05	-1.1525532	-47.104736	-1002.2511	-1.496245	0	0	0	0
0.051	-1.2001595	-48.10819	-1004.6573	-1.553167	0	0	0	0
0.052	-1.2487704	-49.11405	-1007.0636	-1.601958	0	0	0	0
0.053	-1.2983884	-50.122317	-1009.4698	-1.65888	0	0	0	0
0.054	-1.3490159	-51.13299	-1011.8761	-1.707671	0	0	0	0
0.055	-1.4006552	-52.146069	-1014.2824	-1.764593	0	0	0	0
0.056	-1.4533088	-53.161555	-1016.6886	-1.813384	0	0	0	0
0.057	-1.5069791	-54.179447	-1019.0949	-1.870306	0	0	0	0
0.058	-1.5616685	-55.199745	-1021.5011	-1.919097	0	0	0	0
0.059	-1.6173794	-56.222449	-1023.9074	-1.976019	0	0	0	0
0.06	-1.6741142	-57.247559	-1026.3136	-2.02481	0	0	0	0
0.061	-1.7318753	-58.275076	-1028.7199	-2.081732	0	0	0	0
0.062	-1.7906651	-59.304999	-1031.1261	-2.138654	0	0	0	0
0.063	-1.8504861	-60.337328	-1033.5324	-2.195577	0	0	0	0
0.064	-1.9113406	-61.372064	-1035.9386	-2.252499	0	0	0	0
0.065	-1.973231	-62.409206	-1038.3449	-2.309421	0	0	0	0
0.066	-2.0361598	-63.448754	-1040.7512	-2.374476	0	0	0	0
0.067	-2.1001293	-64.490708	-1043.1574	-2.431398	0	0	0	0
0.068	-2.165142	-65.535068	-1045.5637	-2.496452	0	0	0	0
0.069	-2.2312003	-66.581835	-1047.9699	-2.561506	0	0	0	0
0.07	-2.2983065	-67.631008	-1050.3762	-2.62656	0	0	0	0
0.071	-2.3664631	-68.682588	-1052.7824	-2.691614	0	0	0	0
0.072	-2.4356725	-69.736573	-1055.1887	-2.7648	0	0	0	0
0.073	-2.5059371	-70.792965	-1057.5949	-2.837986	0	0	0	0
0.074	-2.5772592	-71.851763	-1060.0012	-2.90304	0	0	0	0
0.075	-2.6496414	-72.912967	-1062.4074	-2.976226	0	0	0	0
0.076	-2.723086	-73.976578	-1064.8137	-3.057544	0	0	0	0
0.077	-2.7975953	-75.042595	-1067.22	-3.13073	0	0	0	0
0.078	-2.8731719	-76.111018	-1069.6262	-3.203916	0	0	0	0
0.079	-2.9498182	-77.181847	-1072.0325	-3.277102	0	0	0	0
0.08	-3.0275364	-78.255083	-1074.4387	-3.350287	0	0	0	0
0.081	-3.1063291	-79.330725	-1076.845	-3.431605	0	0	0	0
0.082	-3.1861987	-80.408773	-1079.2512	-3.512923	0	0	0	0
0.083	-3.2671475	-81.489227	-1081.6575	-3.561713	0	0	0	0
0.084	-3.349178	-82.572088	-1084.0637	-3.651163	0	0	0	0
0.085	-3.4322925	-83.657355	-1086.47	-3.748744	0	0	0	0
0.086	-3.5164935	-84.745028	-1088.8762	-3.838193	0	0	0	0
0.087	-3.6017833	-85.835107	-1091.2825	-3.935775	0	0	0	0
0.088	-3.6881645	-86.927593	-1093.6888	-4.033356	0	0	0	0
0.089	-3.7756393	-88.022485	-1096.095	-4.122805	0	0	0	0
0.09	-3.8642102	-89.119783	-1098.5013	-4.220386	0	0	0	0
0.091	-3.9538797	-90.219487	-1100.9075	-4.309836	0	0	0	0
0.092	-4.04465	-91.321598	-1103.3138	-4.399285	0	0	0	0
0.093	-4.1365237	-92.425785	-1103.3865	-4.496866	0	0	0	0
0.094	-4.2295002	-93.526243	-1097.5282	-4.586316	0	0	0	0
0.095	-4.3235742	-94.620842	-1091.6698	-4.683897	0	0	0	0
0.096	-4.4187399	-95.709582	-1085.8115	-4.781478	0	0	0	0
0.097	-4.5149914	-96.792464	-1079.9531	-4.887191	0	0	0	0
0.098	-4.6123229	-97.869488	-1074.0948	-4.984772	0	0	0	0
0.099	-4.7107284	-98.940654	-1068.2365	-5.090485	0	0	0	0
0.1	-4.8102022	-100.00596	-1062.3781	-5.188067	0	0	0	0
0.101	-4.9107384	-101.06541	-1056.5198	-5.285648	0	0	0	0
0.102	-5.0123311	-102.119	-1050.6614	-5.383229	0	0	0	0
0.103	-5.1149744	-103.16673	-1044.8031	-5.488942	0	0	0	0
0.104	-5.2186626	-104.20861	-1038.9448	-5.586523	0	0	0	0
0.105	-5.3233897	-105.24462	-1033.0864	-5.675972	0	0	0	0
0.106	-5.4291499	-106.27478	-1027.2281	-5.773554	0	0	0	0
0.107	-5.5359373	-107.29908	-1021.3697	-5.879267	0	0	0	0
0.108	-5.6437461	-108.31752	-1015.5114	-5.976848	0	0	0	0
0.109	-5.7525704	-109.3301	-1009.6531	-6.074429	0	0	0	0
0.11	-5.8624043	-110.33683	-1003.7947	-6.180142	0	0	0	0
0.111	-5.9732421	-111.33769	-997.93639	-6.285855	0	0	0	0
0.112	-6.0850778	-112.3327	-992.07805	-6.383436	0	0	0	0
0.113	-6.1979055	-113.32185	-986.21971	-6.489149	0	0	0	0
0.114	-6.3117195	-114.30514	-980.36137	-6.594862	0	0	0	0
0.115	-6.4265139	-115.28257	-974.50303	-6.692443	0	0	0	0
0.116	-6.5422827	-116.25414	-968.64469	-6.798156	0	0	0	0
0.117	-6.6590202	-117.21986	-962.78635	-6.895737	0	0	0	0
0.118	-6.7767205	-118.17972	-956.92802	-7.00145	0	0	0	0
0.119	-6.8953777	-119.13372	-951.06968	-7.107163	0	0	0	0
0.12	-7.0149859	-120.08186	-945.21134	-7.204744	0	0	0	0
0.121	-7.1355394	-121.02414	-939.353	-7.318589	0	0	0	0
0.122	-7.2570323	-121.96056	-933.49466	-7.424302	0	0	0	0
0.123	-7.3794586	-122.89113	-927.63632	-7.530015	0	0	0	0
0.124	-7.5028126	-123.81583	-921.77798	-7.64386	0	0	0	0
0.125	-7.6270883	-124.73468	-915.91964	-7.765836	0	0	0	0
0.126	-7.75228	-125.64767	-910.0613	-7.879681	0	0	0	0
0.127	-7.8783817	-126.55481	-904.20296	-8.001658	0	0	0	0
0.128	-8.0053876	-127.45608	-898.34462	-8.123634	0	0	0	0
0.129	-8.1332919	-128.3515	-892.48628	-8.237479	0	0	0	0
0.13	-8.2620887	-129.24105	-886.62794	-8.359455	0	0	0	0
0.131	-8.3917721	-130.12475	-880.7696	-8.481432	0	0	0	0
0.132	-8.5223362	-131.00259	-874.91126	-8.595276	0	0	0	0
0.133	-8.6537753	-131.87457	-869.05292	-8.717253	0	0	0	0
0.134	-8.7860834	-132.7407	-863.19458	-8.847361	0	0	0	0
0.135	-8.9192547	-133.60096	-857.33625	-8.969338	0	0	0	0
0.136	-9.0532834	-134.45537	-851.47791	-9.099446	0	0	0	0
0.137	-9.1881635	-135.30392	-845.61957	-9.237686	0	0	0	0
0.138	-9.3238893	-136.14661	-839.76123	-9.367794	0	0	0	0
0.139	-9.4604548	-136.98344	-833.90289	-9.506034	0	0	0	0
0.14	-9.5978542	-137.81441	-828.04455	-9.636142	0	0	0	0
0.141	-9.7360817	-138.63953	-822.18621	-9.774382	0	0	0	0
0.142	-9.8751313	-139.45879	-816.32787	-9.920754	0	0	0	0
0.143	-10.014997	-140.27219	-810.46953	-10.058994	0	0	0	0
0.144	-10.155674	-141.07973	-804.61119	-10.197234	0	0	0	0
0.145	-10.297155	-141.88141	-798.75285	-10.343606	0	0	0	0
0.146	-10.439435	-142.67723	-792.89451	-10.481846	0	0	0	0
0.147	-10.582507	-143.4672	-787.03617	-10.620086	0	0	0	0
0.148	-10.726367	-144.2513	-781.17783	-10.766458	0	0	0	0
0.149	-10.871008	-145.02955	-775.31949	-10.91283	0	0	0	0
0.15	-11.016424	-145.80194	-769.46115	-11.05107	0	0	0	0
0.151	-11.16261	-146.56848	-763.60281	-11.197441	0	0	0	0
0.152	-11.309559	-147.32915	-757.74448	-11.351945	0	0	0	0
0.153	-11.457266	-148.08396	-751.88614	-11.498317	0	0	0	0
0.154	-11.605725	-148.83292	-746.0278	-11.644689	0	0	0	0
0.155	-11.75493	-149.57602	-740.16946	-11.79106	0	0	0	0
0.156	-11.904875	-150.31326	-734.31112	-11.937432	0	0	0	0
0.157	-12.055555	-151.04464	-728.45278	-12.075672	0	0	0	0
0.158	-12.206963	-151.77017	-722.59444	-12.222044	0	0	0	0
0.159	-12.359093	-152.48983	-716.7361	-12.368416	0	0.018	0	0
0.16	-12.51194	-153.20364	-710.87776	-12.506656	0	0.018	0	0
0.161	-12.665498	-153.91159	-705.01942	-12.653028	0	0.018	0	0
0.162	-12.819762	-154.61368	-699.16108	-12.799399	0	0.018	0	0
0.163	-12.974724	-155.30991	-693.30274	-12.937639	0	0.018	0	0
0.164	-13.130379	-156.00028	-687.4444	-13.084011	0	0.018	0	0
0.165	-13.286722	-156.6848	-681.58606	-13.230383	0	0.018	0	0
0.166	-13.443747	-157.36345	-675.72772	-13.376755	0	0.018	0	0.018
0.167	-13.601447	-158.03625	-669.86938	-13.523126	0	0.018	0	0.018
0.168	-13.759818	-158.70319	-664.01104	-13.669498	0	0.018	0	0.018
0.169	-13.918852	-159.36428	-658.15271	-13.81587	0	0.018	0	0.018
0.17	-14.078544	-160.0195	-652.29437	-13.962242	0	0.018	0	0.018
0.171	-14.238889	-160.66886	-646.43603	-14.108614	0	0.018	0	0.018
0.172	-14.39988	-161.31237	-640.57769	-14.254985	0	0.018	0	0.018
0.173	-14.561512	-161.95002	-634.71935	-14.409489	0	0.018	0.018	0.018
0.174	-14.723778	-162.58181	-628.86101	-14.555861	0	0.018	0.018	0.018
0.175	-14.886673	-163.20774	-623.00267	-14.710364	0	0.018	0.018	0.018
0.176	-15.050192	-163.82781	-617.14433	-14.864868	0	0.018	0.018	0.018
0.177	-15.214327	-164.44203	-611.28599	-15.027503	0	0.018	0.018	0.018
0.178	-15.379074	-165.05039	-605.42765	-15.182007	0.018	0.018	0.018	0.018
0.179	-15.544426	-165.65289	-599.56931	-15.344642	0.018	0.018	0.018	0.018
0.18	-15.710377	-166.24953	-593.71097	-15.507277	0.018	0.018	0.018	0.018
0.181	-15.876923	-166.84031	-587.85263	-15.669913	0.018	0.018	0.018	0.018
0.182	-16.044056	-167.42523	-581.99429	-15.832548	0.018	0.018	0.018	0.018
0.183	-16.211771	-168.0043	-576.13595	-16.003315	0.018	0.018	0.018	0.018
0.184	-16.380063	-168.5775	-570.27761	-16.174082	0.018	0.018	0.018	0.018
0.185	-16.548924	-169.14485	-564.41928	-16.344849	0.018	0.018	0.018	0.018
0.186	-16.718351	-169.70842	-565.93511	-16.515616	0.018	0.018	0.018	0.018
0.187	-16.888344	-170.27796	-573.13522	-16.694515	0.018	0.018	0.018	0.018
0.188	-17.058909	-170.85469	-580.33532	-16.865282	0.018	0.018	0.018	0.018
0.189	-17.230055	-171.43863	-587.53542	-17.044181	0.018	0.018	0.018	0.018
0.19	-17.401789	-172.02976	-594.73552	-17.214948	0.018	0.018	0.018	0.018
0.191	-17.574117	-172.6281	-601.93562	-17.393847	0.018	0.018	0.018	0.018
0.192	-17.747048	-173.23364	-609.13572	-17.572746	0.018	0.018	0.018	0.018
0.193	-17.920587	-173.84637	-616.33583	-17.751645	0.018	0.018	0.018	0.018
0.194	-18.094743	-174.46631	-623.53593	-17.930543	0.018	0.018	0.018	0.018
0.195	-18.269522	-175.09344	-630.73603	-18.109442	0.018	0.018	0.018	0.018
0.196	-18.444932	-175.72778	-637.93613	-18.296473	0.018	0.018	0.018	0.018
0.197	-18.62098	-176.36932	-645.13623	-18.483504	0.018	0.018	0.018	0.018
0.198	-18.797673	-177.01805	-652.33634	-18.662402	0.018	0.018	0.018	0.018
0.199	-18.975018	-177.67399	-659.53644	-18.849433	0.018	0.018	0.018	0.018
0.2	-19.153023	-178.33712	-666.73654	-19.036464	0.018	0.018	0.018	0.018
0.201	-19.331695	-179.00746	-673.93664	-19.215362	0.018	0.018	0.018	0.018
0.202	-19.511041	-179.685	-681.13674	-19.402393	0.018	0.018	0.018	0.018
0.203	-19.691067	-180.36973	-688.33684	-19.581292	0.018	0.018	0.018	0.018
0.204	-19.871783	-181.06167	-695.53695	-19.776454	0.018	0.018	0.018	0.018
0.205	-20.053193	-181.76081	-702.73705	-19.922826	0.018	0.018	0.018	0.018
0.206	-20.235307	-182.46715	-709.93715	-20.109857	0.018	0.018	0.018	0.018
0.207	-20.41813	-183.18068	-717.13725	-20.305019	0.018	0.018	0.018	0.018
0.208	-20.60167	-183.90142	-724.33735	-20.500181	0.018	0.018	0.018	0.018
0.209	-20.785935	-184.62936	-731.53745	-20.695344	0.018	0.018	0.018	0.018
0.21	-20.970931	-185.3645	-738.73756	-20.890506	0.018	0.018	0.018	0.018
0.211	-21.156667	-186.10683	-745.93766	-21.085669	0.018	0.018	0.018	0.018
0.212	-21.343148	-186.85637	-753.13776	-21.280831	0.018	0.018	0.018	0.018
0.213	-21.530382	-187.61311	-760.33786	-21.475993	0.018	0.018	0.018	0.018
0.214	-21.718376	-188.37705	-767.53796	-21.663024	0.018	0.018	0.018	0.018
0.215	-21.907138	-189.14818	-774.73806	-21.858186	0.018	0.018	0.018	0.018
0.216	-22.096675	-189.92652	-781.93817	-22.045217	0.018	0.018	0.018	0.018
0.217	-22.286994	-190.71206	-789.13827	-22.240379	0.018	0.018	0.018	0.018
0.218	-22.478101	-191.5048	-796.33837	-22.42741	0.018	0.018	0.018	0.018
0.219	-22.670006	-192.30474	-803.53847	-22.622572	0.018	0.018	0.018	0.018
0.22	-22.862713	-193.11188	-810.73857	-22.809603	0.018	0.018	0.018	0.018
0.221	-23.056232	-193.92621	-817.93867	-23.004765	0.018	0.018	0.018	0.018
0.222	-23.250568	-194.74775	-825.13878	-23.199928	0.018	0.018	0.018	0.018
0.223	-23.44573	-195.57649	-832.33888	-23.39509	0.018	0.018	0.018	0.018
0.224	-23.641723	-196.41243	-839.53898	-23.598384	0.018	0.018	0.018	0.018
0.225	-23.838557	-197.25557	-846.73908	-23.785415	0.018	0.018	0.018	0.018
0.226	-24.036237	-198.10591	-853.93918	-23.980577	0.018	0.018	0.018	0.018
0.227	-24.234771	-198.96345	-861.13929	-24.17574	0.018	0.018	0.018	0.018
0.228	-24.434166	-199.82819	-868.33939	-24.370902	0.018	0.018	0.018	0.018
0.229	-24.63443	-200.70013	-875.53949	-24.557933	0.018	0.018	0.018	0.018
0.23	-24.835569	-201.57927	-882.73959	-24.753095	0.018	0.018	0.018	0.018
0.231	-25.037591	-202.46561	-889.93969	-24.948257	0.018	0.018	0.018	0.018
0.232	-25.240503	-203.35915	-897.13979	-25.151551	0.018	0.018	0.018	0.018
0.233	-25.444312	-204.25989	-904.3399	-25.354846	0.018	0.018	0.018	0.018
0.234	-25.649025	-205.16783	-911.54	-25.55814	0.018	0.018	0.018	0.018
0.235	-25.85465	-206.08297	-918.7401	-25.769566	0.018	0.018	0.018	0.018
0.236	-26.061193	-207.00531	-925.9402	-25.980992	0.018	0.018	0.018	0.018
0.237	-26.268663	-207.93485	-933.1403	-26.200549	0.018	0.018	0.018	0.018
0.238	-26.477065	-208.87159	-940.3404	-26.411975	0.018	0.018	0.018	0.018
0.239	-26.686408	-209.81553	-947.54051	-26.631533	0.018	0.018	0.018	0.018
0.24	-26.896699	-210.76667	-954.74061	-26.851091	0.018	0.018	0.018	0.018
0.241	-27.107944	-211.72501	-961.94071	-27.070648	0.018	0.018	0.018	0.018
0.242	-27.320151	-212.69055	-969.14081	-27.290206	0.018	0.018	0.018	0.018
0.243	-27.533327	-213.66329	-976.34091	-27.509764	0.018	0.018	0.018	0.018
0.244	-27.74748	-214.64323	-983.54101	-27.721189	0.018	0.018	0.018	0.018
0.245	-27.962616	-215.63037	-990.74112	-27.940747	0.018	0.018	0.018	0.018
0.246	-28.178743	-216.62471	-997.94122	-28.168437	0.018	0.018	0.018	0.018
0.247	-28.395868	-217.62625	-1005.1413	-28.387994	0.018	0.018	0.018	0.018
0.248	-28.613998	-218.635	-1012.3414	-28.615684	0.018	0.018	0.018	0.018
0.249	-28.83314	-219.65094	-1019.5415	-28.835241	0.018	0.018	0.018	0.018
0.25	-29.053302	-220.67408	-1026.7416	-29.071063	0.018	0.018	0.018	0.018
0.251	-29.274491	-221.70442	-1033.9417	-29.298752	0.018	0.018	0.018	0.018
0.252	-29.496714	-222.74196	-1041.1418	-29.526441	0.018	0.018	0.018	0.018
0.253	-29.719977	-223.7867	-1048.3419	-29.762263	0.018	0.018	0.018	0.018
0.254	-29.944289	-224.83865	-1055.542	-29.998084	0.018	0.018	0.018	0.018
0.255	-30.169657	-225.89779	-1062.7421	-30.233905	0.018	0.018	0.018	0.018
0.256	-30.396087	-226.96413	-1069.9422	-30.477858	0.018	0.018	0.018	0.018
0.257	-30.623588	-228.03767	-1077.1423	-30.713679	0.018	0.018	0.018	0.018
0.258	-30.852165	-229.11842	-1084.3424	-30.957632	0.018	0.018	0.018	0.018
0.259	-31.081827	-230.20636	-1091.5425	-31.201585	0.018	0.018	0.018	0.018
0.26	-31.31258	-231.3015	-1098.7426	-31.445538	0.018	0.018	0.018	0.018
0.261	-31.544432	-232.40384	-1105.9427	-31.697623	0.018	0.018	0.018	0.018
0.262	-31.77739	-233.51339	-1113.1428	-31.941576	0.018	0.018	0.018	0.018
0.263	-32.011462	-234.63013	-1120.3429	-32.185529	0.018	0.018	0.018	0.018
0.264	-32.246653	-235.75407	-1127.543	-32.429482	0.018	0.018	0.018	0.018
0.265	-32.482972	-236.88521	-1134.7432	-32.673435	0.018	0.018	0.018	0.018
0.266	-32.720426	-238.02356	-1141.9433	-32.917388	0.018	0.018	0.018	0.018
0.267	-32.959022	-239.1691	-1149.1434	-33.153209	0.018	0.018	0.018	0.018
0.268	-33.198766	-240.32184	-1156.3435	-33.397162	0.018	0.018	0.018	0.018
0.269	-33.439668	-241.48179	-1163.5436	-33.641115	0.018	0.018	0.018	0.018
0.27	-33.681732	-242.64893	-1170.7437	-33.876936	0.018	0.018	0.018	0.018
0.271	-33.924968	-243.82328	-1177.9438	-34.120889	0.018	0.018	0.018	0.018
0.272	-34.169381	-245.00482	-1185.1439	-34.364842	0.018	0.018	0.018	0.018
0.273	-34.41498	-246.19356	-1192.344	-34.608795	0.018	0.018	0.018	0.018
0.274	-34.661771	-247.38951	-1199.5441	-34.852748	0.018	0.018	0.018	0.018
0.275	-34.909761	-248.59265	-1206.7442	-35.096701	0.018	0.018	0.018	0.018
0.276	-35.158959	-249.803	-1213.9443	-35.340654	0.018	0.018	0.018	0.018
0.277	-35.40937	-251.02054	-1221.1444	-35.584607	0.018	0.018	0.018	0.018
0.278	-35.661002	-252.24528	-1228.3445	-35.82856	0.018	0.018	0.018	0.018
0.279	-35.91386	-253.46587	-1208.7341	-36.039986	0.018	0.018	0.018	0.018
0.28	-36.167926	-254.66238	-1184.283	-36.292071	0.018	0.036	0.018	0.018
0.281	-36.423176	-255.83444	-1159.8319	-36.544155	0.018	0.036	0.018	0.018
0.282	-36.679586	-256.98205	-1135.3808	-36.804372	0.018	0.036	0.018	0.018
0.283	-36.937132	-258.1052	-1110.9297	-37.056457	0.018	0.036	0.018	0.018
0.284	-37.195789	-259.20391	-1086.4786	-37.316673	0.018	0.036	0.018	0.018
0.285	-37.455532	-260.27816	-1062.0275	-37.568758	0.018	0.036	0.018	0.018
0.286	-37.716337	-261.32796	-1037.5764	-37.812711	0.018	0.036	0.018	0.018
0.287	-37.97818	-262.35331	-1013.1253	-38.064796	0.018	0.036	0.018	0.018
0.288	-38.241035	-263.35421	-988.67418	-38.308748	0.018	0.036	0.018	0.018
0.289	-38.50488	-264.33066	-964.22307	-38.552701	0.018	0.036	0.018	0.018
0.29	-38.769688	-265.28266	-939.77197	-38.804786	0.018	0.036	0.018	0.018
0.291	-39.035437	-266.2102	-915.32086	-39.048739	0.018	0.036	0.018	0.018
0.292	-39.302101	-267.1133	-890.86975	-39.300824	0.018	0.036	0.018	0.018
0.293	-39.569655	-267.99194	-866.41865	-39.552909	0.018	0.036	0.018	0.036
0.294	-39.838076	-268.84614	-841.96754	-39.813125	0.018	0.036	0.018	0.036
0.295	-40.10734	-269.67588	-817.51643	-40.073342	0.018	0.036	0.036	0.036
0.296	-40.37742	-270.48117	-793.06533	-40.333558	0.018	0.036	0.036	0.036
0.297	-40.648294	-271.26201	-768.61422	-40.593775	0.018	0.036	0.036	0.036
0.298	-40.919936	-272.0184	-744.16312	-40.862123	0.018	0.036	0.036	0.036
0.299	-41.192322	-272.75034	-719.71201	-41.122339	0.018	0.036	0.036	0.036
0.3	-41.465428	-273.45782	-695.2609	-41.390688	0.018	0.036	0.036	0.036
0.301	-41.73923	-274.14086	-670.8098	-41.659036	0.018	0.036	0.036	0.036
0.302	-42.013702	-274.79944	-646.35869	-41.927384	0.018	0.036	0.036	0.036
0.303	-42.288821	-275.43357	-621.90758	-42.203864	0.018	0.036	0.036	0.036
0.304	-42.564561	-276.04326	-597.45648	-42.472213	0.018	0.036	0.036	0.036
0.305	-42.840899	-276.62849	-573.00537	-42.748693	0.018	0.036	0.036	0.036
0.306	-43.11781	-277.18927	-548.55426	-43.017041	0.018	0.036	0.036	0.036
0.307	-43.395269	-277.7256	-524.10316	-43.293521	0.018	0.036	0.036	0.036
0.308	-43.673253	-278.23747	-499.65205	-43.561869	0.036	0.036	0.036	0.036
0.309	-43.951736	-278.7249	-475.20094	-43.838349	0.036	0.036	0.036	0.036
0.31	-44.230695	-279.18788	-450.74984	-44.106697	0.036	0.036	0.036	0.036
0.311	-44.510104	-279.6264	-426.29873	-44.375046	0.036	0.036	0.036	0.036
0.312	-44.789939	-280.04047	-401.84762	-44.651526	0.036	0.036	0.036	0.036
0.313	-45.070177	-280.43009	-377.39652	-44.928006	0.036	0.036	0.036	0.036
0.314	-45.350791	-280.79527	-352.94541	-45.204486	0.036	0.036	0.036	0.036
0.315	-45.631759	-281.13599	-328.4943	-45.480966	0.036	0.036	0.036	0.036
0.316	-45.913055	-281.45225	-304.0432	-45.765578	0.036	0.036	0.036	0.036
0.317	-46.194655	-281.74407	-279.59209	-46.050189	0.036	0.036	0.036	0.036
0.318	-46.476535	-282.01144	-255.14098	-46.342933	0.036	0.036	0.036	0.036
0.319	-46.75867	-282.25435	-230.68988	-46.635677	0.036	0.036	0.036	0.036
0.32	-47.041036	-282.47282	-206.23877	-46.92842	0.036	0.036	0.036	0.036
0.321	-47.323607	-282.66683	-181.78766	-47.229296	0.036	0.036	0.036	0.036
0.322	-47.606361	-282.83639	-157.33656	-47.522039	0.036	0.036	0.036	0.036
0.323	-47.889272	-282.9815	-132.88545	-47.814783	0.036	0.036	0.036	0.036
0.324	-48.172316	-283.10216	-108.43434	-48.107526	0.036	0.036	0.036	0.036
0.325	-48.455468	-283.19837	-83.983238	-48.392138	0.036	0.036	0.036	0.036
0.326	-48.738705	-283.27013	-59.532131	-48.684882	0.036	0.036	0.036	0.036
0.327	-49.022	-283.31744	-35.081024	-48.969493	0.036	0.036	0.036	0.036
0.328	-49.305331	-283.34029	-10.629918	-49.254105	0.036	0.036	0.036	0.036
0.329	-49.588673	-283.3387	13.821189	-49.538717	0.036	0.036	0.036	0.036
0.33	-49.872001	-283.31265	38.272295	-49.823329	0.036	0.036	0.036	0.036
0.331	-50.15529	-283.26215	62.723402	-50.107941	0.036	0.036	0.036	0.036
0.332	-50.438517	-283.1872	87.174508	-50.400684	0.036	0.036	0.036	0.036
0.333	-50.721656	-283.0878	111.62562	-50.693428	0.036	0.036	0.036	0.036
0.334	-51.004684	-282.96395	136.07672	-50.986171	0.036	0.036	0.036	0.036
0.335	-51.287576	-282.81565	160.52783	-51.287047	0.036	0.036	0.036	0.036
0.336	-51.570307	-282.6429	184.97893	-51.587922	0.036	0.036	0.036	0.036
0.337	-51.852854	-282.44569	209.43004	-51.888797	0.036	0.036	0.036	0.036
0.338	-52.135191	-282.22404	233.88115	-52.189673	0.036	0.036	0.036	0.036
0.339	-52.417294	-281.97793	258.33225	-52.449889	0.036	0.036	0.036	0.036
