Time [s]	Weight_X_Position_smooth_splines [deg]	dx\dt Weight_X_Position_smooth_splines [deg\s]	dx\dt^2 Weight_X_Position_smooth_splines [deg\s^2]	Weight_X_Position_original [deg]	Roll_angle_response_empty [deg]	Roll_angle_response_water [deg]	Roll_angle_response_oil [deg]	Roll_angle_response_glycerin [deg]
4.677	-97.832622	67.923755	900.15124	-97.776351	2.502	1.62	2.142	2.754
4.678	-97.764248	68.822638	897.6154	-97.711297	2.52	1.638	2.142	2.772
4.679	-97.694977	69.718985	895.07955	-97.646243	2.538	1.656	2.16	2.79
4.68	-97.624811	70.612797	892.5437	-97.581189	2.556	1.674	2.178	2.808
4.681	-97.553753	71.504073	890.00786	-97.516135	2.574	1.674	2.196	2.808
4.682	-97.481804	72.392813	887.47201	-97.451081	2.592	1.692	2.196	2.826
4.683	-97.408968	73.279017	884.93616	-97.386027	2.61	1.71	2.214	2.844
4.684	-97.335247	74.162685	882.40031	-97.312841	2.628	1.728	2.232	2.862
4.685	-97.260643	75.043817	879.86447	-97.239655	2.646	1.728	2.25	2.88
4.686	-97.18516	75.922414	877.32862	-97.166469	2.664	1.746	2.268	2.898
4.687	-97.108799	76.798475	874.79277	-97.093283	2.682	1.764	2.268	2.898
4.688	-97.031564	77.671999	872.25693	-97.020097	2.7	1.782	2.286	2.916
4.689	-96.953456	78.542988	869.72108	-96.946911	2.718	1.782	2.304	2.934
4.69	-96.874479	79.411442	867.18523	-96.873725	2.736	1.8	2.322	2.952
4.691	-96.794634	80.277359	864.64939	-96.792408	2.754	1.818	2.322	2.97
4.692	-96.713925	81.14074	862.11354	-96.719222	2.772	1.818	2.34	2.97
4.693	-96.632354	82.001586	859.57769	-96.646036	2.79	1.836	2.358	2.988
4.694	-96.549923	82.859896	857.04184	-96.564718	2.808	1.854	2.376	3.006
4.695	-96.466635	83.71567	854.506	-96.491532	2.826	1.872	2.376	3.024
4.696	-96.382492	84.568908	851.97015	-96.410215	2.844	1.872	2.394	3.024
4.697	-96.297498	85.41961	849.4343	-96.328897	2.862	1.89	2.412	3.042
4.698	-96.211654	86.267776	846.89846	-96.239448	2.88	1.908	2.43	3.06
4.699	-96.124963	87.113407	844.36261	-96.149998	2.898	1.926	2.43	3.078
4.7	-96.037428	87.956502	841.82676	-96.068681	2.916	1.926	2.448	3.096
4.701	-95.949051	88.79706	839.29092	-95.979231	2.934	1.944	2.466	3.096
4.702	-95.859835	89.635083	836.75507	-95.889782	2.952	1.962	2.484	3.114
4.703	-95.769781	90.470571	834.21922	-95.792201	2.97	1.962	2.484	3.132
4.704	-95.678894	91.303522	831.68337	-95.702751	2.988	1.98	2.502	3.15
4.705	-95.587175	92.133937	829.14753	-95.613302	3.006	1.998	2.52	3.168
4.706	-95.494627	92.961817	826.61168	-95.523852	3.024	2.016	2.538	3.168
4.707	-95.401252	93.787161	824.07583	-95.426271	3.042	2.016	2.538	3.186
4.708	-95.307054	94.609969	821.53999	-95.336822	3.06	2.034	2.556	3.204
4.709	-95.212033	95.430241	819.00414	-95.239241	3.078	2.052	2.574	3.222
4.71	-95.116194	96.247977	816.46829	-95.141659	3.078	2.052	2.574	3.222
4.711	-95.019538	97.063177	813.93244	-95.044078	3.096	2.07	2.592	3.24
4.712	-94.922069	97.875842	811.3966	-94.946497	3.114	2.088	2.61	3.258
4.713	-94.823787	98.68597	808.86075	-94.840784	3.132	2.106	2.628	3.276
4.714	-94.724697	99.493563	806.3249	-94.735071	3.15	2.106	2.628	3.276
4.715	-94.624801	100.29862	803.78906	-94.629358	3.168	2.124	2.646	3.294
4.716	-94.524101	101.10114	801.25321	-94.531777	3.186	2.142	2.664	3.312
4.717	-94.4226	101.90113	798.71736	-94.426064	3.204	2.142	2.664	3.33
4.718	-94.3203	102.69858	796.18152	-94.320351	3.222	2.16	2.682	3.33
4.719	-94.217203	103.49349	793.64567	-94.22277	3.24	2.178	2.7	3.348
4.72	-94.113314	104.28587	791.10982	-94.117057	3.258	2.178	2.718	3.366
4.721	-94.008633	105.07571	788.57397	-94.011344	3.276	2.196	2.718	3.384
4.722	-93.903163	105.86302	786.03813	-93.905631	3.294	2.214	2.736	3.384
4.723	-93.796907	106.64779	783.50228	-93.791786	3.312	2.232	2.754	3.402
4.724	-93.689868	107.43002	780.96643	-93.686073	3.33	2.232	2.754	3.42
4.725	-93.582048	108.20972	778.43059	-93.58036	3.348	2.25	2.772	3.438
4.726	-93.47345	108.98688	775.89474	-93.466516	3.366	2.268	2.79	3.438
4.727	-93.364075	109.76151	773.35889	-93.352671	3.384	2.268	2.79	3.456
4.728	-93.253927	110.5336	770.82305	-93.246958	3.402	2.286	2.808	3.474
4.729	-93.143009	111.30351	770.08584	-93.133113	3.42	2.304	2.826	3.474
4.73	-93.03132	112.07458	772.04661	-93.0274	3.438	2.304	2.826	3.492
4.731	-92.918859	112.84761	774.00737	-92.913556	3.456	2.322	2.844	3.51
4.732	-92.805624	113.62259	775.96814	-92.807843	3.456	2.34	2.862	3.528
4.733	-92.691613	114.39954	777.9289	-92.693998	3.474	2.34	2.88	3.528
4.734	-92.576824	115.17845	779.88967	-92.580153	3.492	2.358	2.88	3.546
4.735	-92.461256	115.95932	781.85044	-92.458177	3.51	2.376	2.898	3.564
4.736	-92.344905	116.74215	783.8112	-92.344332	3.528	2.376	2.916	3.582
4.737	-92.227771	117.52694	785.77197	-92.222355	3.546	2.394	2.916	3.582
4.738	-92.10985	118.3137	787.73273	-92.108511	3.564	2.412	2.934	3.6
4.739	-91.991143	119.10241	789.6935	-91.994666	3.582	2.412	2.952	3.618
4.74	-91.871645	119.89308	791.65426	-91.87269	3.6	2.43	2.952	3.618
4.741	-91.751356	120.68572	793.61503	-91.758845	3.618	2.448	2.97	3.636
4.742	-91.630273	121.48031	795.57579	-91.636868	3.636	2.448	2.988	3.654
4.743	-91.508394	122.27687	797.53656	-91.523024	3.654	2.466	2.988	3.654
4.744	-91.385719	123.07539	799.49732	-91.401047	3.672	2.484	3.006	3.672
4.745	-91.262243	123.87587	801.45809	-91.279071	3.69	2.484	3.024	3.69
4.746	-91.137966	124.6783	803.41885	-91.157094	3.69	2.502	3.024	3.708
4.747	-91.012886	125.4827	805.37962	-91.035118	3.708	2.52	3.042	3.708
4.748	-90.887	126.28906	807.34039	-90.913141	3.726	2.52	3.06	3.726
4.749	-90.760307	127.09738	809.30115	-90.791165	3.744	2.538	3.06	3.744
4.75	-90.632805	127.90767	811.26192	-90.661056	3.762	2.556	3.078	3.744
4.751	-90.504491	128.71991	813.22268	-90.53908	3.78	2.556	3.096	3.762
4.752	-90.375364	129.53411	815.18345	-90.408972	3.798	2.574	3.096	3.78
4.753	-90.245422	130.35027	817.14421	-90.278863	3.816	2.592	3.114	3.78
4.754	-90.114663	131.1684	819.10498	-90.148755	3.834	2.592	3.132	3.798
4.755	-89.983085	131.98848	821.06574	-90.018647	3.852	2.61	3.132	3.816
4.756	-89.850685	132.81053	823.02651	-89.880407	3.852	2.628	3.15	3.816
4.757	-89.717463	133.63454	824.98727	-89.750299	3.87	2.628	3.15	3.834
4.758	-89.583416	134.46051	826.94804	-89.612059	3.888	2.646	3.168	3.852
4.759	-89.448541	135.28843	828.9088	-89.473819	3.906	2.664	3.186	3.852
4.76	-89.312838	136.11832	830.86957	-89.335579	3.924	2.664	3.186	3.87
4.761	-89.176304	136.95017	832.83033	-89.197339	3.942	2.682	3.204	3.888
4.762	-89.038937	137.78398	834.7911	-89.050967	3.96	2.7	3.222	3.888
4.763	-88.900735	138.61975	836.75187	-88.904595	3.978	2.7	3.222	3.906
4.764	-88.761697	139.45749	838.71263	-88.758223	3.996	2.718	3.24	3.924
4.765	-88.62182	140.29718	840.6734	-88.611851	3.996	2.736	3.258	3.942
4.766	-88.481102	141.13883	842.63416	-88.46548	4.014	2.736	3.258	3.942
4.767	-88.339541	141.98245	844.59493	-88.319108	4.032	2.754	3.276	3.96
4.768	-88.197136	142.82802	846.55569	-88.172736	4.05	2.772	3.294	3.978
4.769	-88.053885	143.67556	848.51646	-88.018233	4.068	2.772	3.294	3.978
4.77	-87.909785	144.52506	850.47722	-87.871861	4.086	2.79	3.312	3.996
4.771	-87.764834	145.37651	852.43799	-87.717357	4.104	2.808	3.33	3.996
4.772	-87.619031	146.22993	854.39875	-87.562854	4.104	2.808	3.33	4.014
4.773	-87.472373	147.08531	856.35952	-87.416482	4.122	2.826	3.348	4.032
4.774	-87.32486	147.94265	858.32028	-87.261978	4.14	2.844	3.348	4.032
4.775	-87.176488	148.80195	860.28105	-87.107475	4.158	2.844	3.366	4.05
4.776	-87.027255	149.66321	862.24182	-86.952971	4.176	2.862	3.384	4.068
4.777	-86.87716	150.52644	864.20258	-86.798468	4.194	2.862	3.384	4.068
4.778	-86.726202	151.39162	866.16335	-86.643964	4.212	2.88	3.402	4.086
4.779	-86.574377	152.25876	868.12411	-86.489461	4.212	2.898	3.42	4.104
4.78	-86.421683	153.12787	870.08488	-86.334957	4.23	2.898	3.42	4.104
4.781	-86.26812	153.99893	872.04564	-86.180454	4.248	2.916	3.438	4.122
4.782	-86.113685	154.87196	874.00641	-86.02595	4.266	2.934	3.438	4.14
4.783	-85.958376	155.74695	875.96717	-85.863315	4.284	2.934	3.456	4.14
4.784	-85.80219	156.62389	877.92794	-85.708811	4.302	2.952	3.474	4.158
4.785	-85.645127	157.5028	879.8887	-85.554308	4.302	2.97	3.474	4.176
4.786	-85.487184	158.38367	881.84947	-85.399804	4.32	2.97	3.492	4.176
4.787	-85.328359	159.2665	883.81023	-85.2453	4.338	2.988	3.51	4.194
4.788	-85.16865	160.15129	885.771	-85.090797	4.356	2.988	3.51	4.194
4.789	-85.008056	161.03804	887.73177	-84.936293	4.374	3.006	3.528	4.212
4.79	-84.846574	161.92675	889.69253	-84.773658	4.392	3.024	3.528	4.23
4.791	-84.684202	162.81743	891.6533	-84.651682	4.392	3.024	3.546	4.23
4.792	-84.520938	163.71006	893.61406	-84.489046	4.41	3.042	3.564	4.248
4.793	-84.356781	164.60466	895.57483	-84.326411	4.428	3.06	3.564	4.266
4.794	-84.191728	165.50121	897.53559	-84.163776	4.446	3.06	3.582	4.266
4.795	-84.025778	166.39973	899.49636	-83.993009	4.464	3.078	3.582	4.284
4.796	-83.858928	167.3002	901.45712	-83.830373	4.482	3.078	3.6	4.284
4.797	-83.691177	168.20264	903.41789	-83.667738	4.482	3.096	3.618	4.302
4.798	-83.522522	169.10704	905.37865	-83.505103	4.5	3.114	3.618	4.32
4.799	-83.352962	170.0134	907.33942	-83.342467	4.518	3.114	3.636	4.32
4.8	-83.182495	170.92172	909.30018	-83.1717	4.536	3.132	3.636	4.338
4.801	-83.011118	171.832	911.26095	-83.000933	4.554	3.132	3.654	4.338
4.802	-82.83883	172.74424	913.22172	-82.830166	4.554	3.15	3.672	4.356
4.803	-82.665629	173.65844	915.18248	-82.651267	4.572	3.15	3.672	4.356
4.804	-82.491513	174.5746	917.14325	-82.4805	4.59	3.168	3.69	4.374
4.805	-82.316479	175.49273	919.10401	-82.293469	4.608	3.186	3.69	4.392
4.806	-82.140526	176.41281	921.06478	-82.114571	4.626	3.186	3.708	4.392
4.807	-81.963653	177.33486	923.02554	-81.92754	4.626	3.204	3.708	4.41
4.808	-81.785856	178.25886	924.98631	-81.748641	4.644	3.204	3.726	4.41
4.809	-81.607134	179.18483	926.94707	-81.561611	4.662	3.222	3.744	4.428
4.81	-81.427486	180.11276	928.90784	-81.37458	4.68	3.24	3.744	4.428
4.811	-81.246908	181.04265	930.8686	-81.195681	4.68	3.24	3.762	4.446
4.812	-81.0654	181.9745	932.82937	-81.00865	4.698	3.258	3.762	4.464
4.813	-80.882959	182.9083	934.79013	-80.829752	4.716	3.258	3.78	4.464
4.814	-80.699583	183.84408	936.7509	-80.642721	4.734	3.276	3.78	4.482
4.815	-80.51527	184.78181	938.71166	-80.45569	4.752	3.276	3.798	4.482
4.816	-80.330018	185.7215	940.67243	-80.26866	4.752	3.294	3.798	4.5
4.817	-80.143826	186.66315	942.6332	-80.081629	4.77	3.294	3.816	4.5
4.818	-79.956691	187.60677	944.59396	-79.894599	4.788	3.312	3.834	4.518
4.819	-79.768612	188.55234	946.55473	-79.707568	4.806	3.33	3.834	4.518
4.82	-79.579586	189.49987	948.51549	-79.520537	4.806	3.33	3.852	4.536
4.821	-79.389612	190.44937	950.47626	-79.325375	4.824	3.348	3.852	4.536
4.822	-79.198687	191.39968	949.06455	-79.138344	4.842	3.348	3.87	4.554
4.823	-79.006813	192.34725	946.0829	-78.951314	4.86	3.366	3.87	4.554
4.824	-78.813993	193.29184	943.10126	-78.756151	4.878	3.366	3.888	4.572
4.825	-78.62023	194.23345	940.11961	-78.560989	4.878	3.384	3.888	4.59
4.826	-78.425527	195.17208	937.13796	-78.373958	4.896	3.384	3.906	4.59
4.827	-78.229887	196.10773	934.15631	-78.178796	4.914	3.402	3.906	4.608
4.828	-78.033313	197.04039	931.17466	-77.975502	4.932	3.42	3.924	4.608
4.829	-77.835807	197.97008	928.19301	-77.780339	4.932	3.42	3.924	4.626
4.83	-77.637374	198.89678	925.21137	-77.585177	4.95	3.438	3.942	4.626
4.831	-77.438015	199.8205	922.22972	-77.381883	4.968	3.438	3.942	4.644
4.832	-77.237734	200.74124	919.24807	-77.186721	4.968	3.456	3.96	4.644
4.833	-77.036533	201.659	916.26642	-76.983426	4.986	3.456	3.96	4.662
4.834	-76.834417	202.57377	913.28477	-76.788264	5.004	3.474	3.978	4.662
4.835	-76.631387	203.48557	910.30312	-76.58497	5.022	3.474	3.978	4.68
4.836	-76.427447	204.39438	907.32148	-76.381676	5.022	3.492	3.996	4.68
4.837	-76.222599	205.30021	904.33983	-76.186513	5.04	3.492	3.996	4.698
4.838	-76.016847	206.20306	901.35818	-75.983219	5.058	3.51	4.014	4.698
4.839	-75.810194	207.10293	898.37653	-75.788057	5.076	3.51	4.014	4.698
4.84	-75.602642	207.99981	895.39488	-75.584763	5.076	3.528	4.032	4.716
4.841	-75.394195	208.89372	892.41323	-75.3896	5.094	3.528	4.032	4.716
4.842	-75.184856	209.78464	889.43159	-75.186306	5.112	3.546	4.05	4.734
4.843	-74.974627	210.67258	886.44994	-74.983012	5.112	3.546	4.05	4.734
4.844	-74.763512	211.55754	883.46829	-74.779718	5.13	3.564	4.068	4.752
4.845	-74.551513	212.43952	880.48664	-74.576424	5.148	3.564	4.068	4.752
4.846	-74.338634	213.31851	877.50499	-74.364998	5.148	3.582	4.068	4.77
4.847	-74.124877	214.19453	874.52334	-74.161704	5.166	3.582	4.086	4.77
4.848	-73.910246	215.06756	871.5417	-73.950278	5.184	3.6	4.086	4.788
4.849	-73.694743	215.93761	868.56005	-73.738852	5.184	3.6	4.104	4.788
4.85	-73.478371	216.80468	865.5784	-73.527426	5.202	3.618	4.104	4.806
4.851	-73.261135	217.66877	862.59675	-73.307868	5.22	3.618	4.122	4.806
4.852	-73.043035	218.52987	859.6151	-73.096442	5.22	3.636	4.122	4.824
4.853	-72.824076	219.388	856.63345	-72.876885	5.238	3.636	4.14	4.824
4.854	-72.60426	220.24314	853.65181	-72.657327	5.256	3.654	4.14	4.824
4.855	-72.38359	221.0953	850.67016	-72.429638	5.256	3.654	4.158	4.842
4.856	-72.16207	221.94448	847.68851	-72.21008	5.274	3.672	4.158	4.842
4.857	-71.939703	222.79068	844.70686	-71.98239	5.292	3.672	4.158	4.86
4.858	-71.71649	223.63389	841.72521	-71.754701	5.292	3.69	4.176	4.86
4.859	-71.492436	224.47413	838.74356	-71.535143	5.31	3.69	4.176	4.878
4.86	-71.267543	225.31138	835.76192	-71.307454	5.328	3.708	4.194	4.878
4.861	-71.041814	226.14565	832.78027	-71.079764	5.328	3.708	4.194	4.896
4.862	-70.815252	226.97694	829.79862	-70.860207	5.346	3.726	4.212	4.896
4.863	-70.587861	227.80525	826.81697	-70.632517	5.364	3.726	4.212	4.896
4.864	-70.359643	228.63057	823.83532	-70.41296	5.364	3.744	4.23	4.914
4.865	-70.130601	229.45292	820.85367	-70.18527	5.382	3.744	4.23	4.914
4.866	-69.900738	230.27228	817.87203	-69.965713	5.382	3.762	4.23	4.932
4.867	-69.670057	231.08866	814.89038	-69.738023	5.4	3.762	4.248	4.932
4.868	-69.438562	231.90206	811.90873	-69.510334	5.418	3.78	4.248	4.95
4.869	-69.206254	232.71248	808.92708	-69.282644	5.418	3.78	4.266	4.95
4.87	-68.973138	233.51992	805.94543	-69.054955	5.436	3.798	4.266	4.95
4.871	-68.739215	234.32437	802.96378	-68.819134	5.454	3.798	4.284	4.968
4.872	-68.50449	235.12584	799.98214	-68.591444	5.454	3.816	4.284	4.968
4.873	-68.268965	235.92433	797.00049	-68.38815	5.472	3.816	4.284	4.986
4.874	-68.032642	236.71984	794.01884	-68.152329	5.472	3.816	4.302	4.986
4.875	-67.795526	237.51237	791.03719	-67.908376	5.49	3.834	4.302	4.986
4.876	-67.557619	238.30192	788.05554	-67.664423	5.508	3.834	4.32	5.004
4.877	-67.318923	239.08848	785.07389	-67.42047	5.508	3.852	4.32	5.004
4.878	-67.079443	239.87207	782.09225	-67.176517	5.526	3.852	4.338	5.022
4.879	-66.83918	240.65267	779.1106	-66.932564	5.526	3.87	4.338	5.022
4.88	-66.598138	241.43029	776.12895	-66.688611	5.544	3.87	4.338	5.022
4.881	-66.35632	242.20493	773.1473	-66.45279	5.562	3.888	4.356	5.04
4.882	-66.113729	242.97658	770.16565	-66.208837	5.562	3.888	4.356	5.04
4.883	-65.870368	243.74526	767.184	-65.964884	5.58	3.906	4.374	5.04
4.884	-65.62624	244.51095	764.20236	-65.720931	5.58	3.906	4.374	5.058
4.885	-65.381347	245.27366	761.22071	-65.48511	5.598	3.906	4.374	5.058
4.886	-65.135694	246.03339	758.23906	-65.241157	5.598	3.924	4.392	5.076
4.887	-64.889282	246.79014	755.25741	-64.997204	5.616	3.924	4.392	5.076
4.888	-64.642114	247.54391	752.27576	-64.753251	5.634	3.942	4.41	5.076
4.889	-64.394195	248.29469	749.29411	-64.509298	5.634	3.942	4.41	5.094
4.89	-64.145526	249.04249	746.31246	-64.265345	5.652	3.942	4.41	5.094
4.891	-63.896111	249.78732	743.33082	-64.01326	5.652	3.96	4.428	5.094
4.892	-63.645952	250.52916	740.34917	-63.761175	5.67	3.96	4.428	5.112
4.893	-63.395053	251.26801	737.36752	-63.509091	5.67	3.978	4.428	5.112
4.894	-63.143417	252.00389	734.38587	-63.248874	5.688	3.978	4.446	5.112
4.895	-62.891047	252.73679	731.40422	-62.996789	5.688	3.996	4.446	5.13
4.896	-62.637945	253.4667	728.42257	-62.736573	5.706	3.996	4.464	5.13
4.897	-62.384114	254.19363	725.44093	-62.476356	5.724	3.996	4.464	5.13
4.898	-62.129558	254.91758	722.45928	-62.224272	5.724	4.014	4.464	5.148
4.899	-61.87428	255.63855	719.47763	-61.964055	5.742	4.014	4.482	5.148
4.9	-61.618282	256.35654	716.49598	-61.703839	5.742	4.032	4.482	5.148
4.901	-61.361568	257.07154	713.51433	-61.43549	5.76	4.032	4.482	5.166
4.902	-61.10414	257.78357	710.53268	-61.175274	5.76	4.032	4.5	5.166
4.903	-60.846002	258.49261	707.55104	-60.915057	5.778	4.05	4.5	5.166
4.904	-60.587156	259.19867	704.56939	-60.654841	5.778	4.05	4.5	5.184
4.905	-60.327605	259.90175	701.58774	-60.402756	5.796	4.068	4.518	5.184
4.906	-60.067353	260.60184	698.60609	-60.14254	5.796	4.068	4.518	5.184
4.907	-59.806403	261.29896	695.62444	-59.882323	5.814	4.068	4.518	5.184
4.908	-59.544757	261.99309	692.64279	-59.630238	5.814	4.086	4.536	5.202
4.909	-59.282418	262.68424	689.66115	-59.370022	5.832	4.086	4.536	5.202
4.91	-59.019389	263.37241	686.6795	-59.109805	5.832	4.086	4.536	5.202
4.911	-58.755674	264.0576	683.69785	-58.841457	5.85	4.104	4.554	5.22
4.912	-58.491275	264.73981	680.7162	-58.581241	5.85	4.104	4.554	5.22
4.913	-58.226195	265.41904	677.73455	-58.312892	5.868	4.122	4.554	5.22
4.914	-57.960438	266.09528	674.7529	-58.044544	5.868	4.122	4.572	5.22
4.915	-57.694004	266.77268	680.35726	-57.768064	5.886	4.122	4.572	5.238
4.916	-57.42689	267.456	686.27574	-57.499716	5.886	4.14	4.572	5.238
4.917	-57.15909	268.14523	692.19422	-57.223236	5.904	4.14	4.59	5.238
4.918	-56.890598	268.84039	698.1127	-56.946756	5.904	4.14	4.59	5.256
4.919	-56.621408	269.54146	704.03117	-56.670276	5.922	4.158	4.59	5.256
4.92	-56.351513	270.24845	709.94965	-56.393796	5.922	4.158	4.59	5.256
4.921	-56.080909	270.96136	715.86813	-56.109184	5.94	4.158	4.608	5.256
4.922	-55.809588	271.68019	721.78661	-55.832704	5.94	4.176	4.608	5.274
4.923	-55.537546	272.40493	727.70509	-55.564355	5.958	4.176	4.608	5.274
4.924	-55.264777	273.1356	733.62356	-55.287875	5.958	4.194	4.626	5.274
4.925	-54.991273	273.87218	739.54204	-55.019527	5.976	4.194	4.626	5.274
4.926	-54.71703	274.61468	745.46052	-54.751179	5.976	4.194	4.626	5.292
4.927	-54.442042	275.3631	751.379	-54.482831	5.994	4.212	4.626	5.292
4.928	-54.166302	276.11744	757.29748	-54.206351	5.994	4.212	4.644	5.292
4.929	-53.889805	276.8777	763.21596	-53.929871	5.994	4.212	4.644	5.292
4.93	-53.612545	277.64387	769.13443	-53.65339	6.012	4.23	4.644	5.31
4.931	-53.334515	278.41596	775.05291	-53.368779	6.012	4.23	4.662	5.31
4.932	-53.055711	279.19398	780.97139	-53.084167	6.03	4.23	4.662	5.31
4.933	-52.776125	279.97791	786.88987	-52.799555	6.03	4.248	4.662	5.31
4.934	-52.495753	280.76776	792.80835	-52.506812	6.048	4.248	4.662	5.31
4.935	-52.214588	281.56352	798.72682	-52.238463	6.048	4.248	4.68	5.328
4.936	-51.932624	282.36521	804.6453	-51.961983	6.048	4.266	4.68	5.328
4.937	-51.649855	283.17281	810.56378	-51.661108	6.066	4.266	4.68	5.328
4.938	-51.366276	283.98634	816.48226	-51.360233	6.066	4.266	4.68	5.328
4.939	-51.081881	284.80578	822.40074	-51.059357	6.084	4.284	4.698	5.346
4.94	-50.796663	285.63114	828.31922	-50.766614	6.084	4.284	4.698	5.346
4.941	-50.510617	286.46242	834.23769	-50.47387	6.084	4.284	4.698	5.346
4.942	-50.223736	287.29961	840.15617	-50.189258	6.102	4.284	4.698	5.346
4.943	-49.936015	288.14273	846.07465	-49.896515	6.102	4.302	4.716	5.346
4.944	-49.647449	288.99176	851.99313	-49.611903	6.12	4.302	4.716	5.346
4.945	-49.35803	289.84672	857.91161	-49.327291	6.12	4.302	4.716	5.364
4.946	-49.067753	290.70759	863.83008	-49.034548	6.12	4.32	4.716	5.364
4.947	-48.776613	291.57438	869.74856	-48.733672	6.138	4.32	4.716	5.364
4.948	-48.484602	292.44708	875.66704	-48.432797	6.138	4.32	4.734	5.364
4.949	-48.191717	293.32571	881.58552	-48.131922	6.138	4.338	4.734	5.364
4.95	-47.897949	294.21026	887.504	-47.831046	6.156	4.338	4.734	5.382
4.951	-47.603294	295.10072	893.42248	-47.522039	6.156	4.338	4.734	5.382
4.952	-47.307746	295.9971	899.34095	-47.221164	6.174	4.338	4.752	5.382
4.953	-47.011298	296.8994	905.25943	-46.912157	6.174	4.356	4.752	5.382
4.954	-46.713945	297.80762	911.17791	-46.60315	6.174	4.356	4.752	5.382
4.955	-46.415681	298.72176	917.09639	-46.294142	6.192	4.356	4.752	5.382
4.956	-46.116499	299.64181	923.01487	-45.985135	6.192	4.356	4.752	5.382
4.957	-45.816395	300.56779	928.93334	-45.667997	6.192	4.374	4.77	5.4
4.958	-45.515362	301.49968	934.85182	-45.367121	6.21	4.374	4.77	5.4
4.959	-45.213394	302.43749	940.7703	-45.058114	6.21	4.374	4.77	5.4
4.96	-44.910485	303.38122	946.68878	-44.757239	6.21	4.392	4.77	5.4
4.961	-44.606629	304.33087	952.60726	-44.464495	6.228	4.392	4.77	5.4
4.962	-44.301821	305.28643	958.52574	-44.16362	6.228	4.392	4.77	5.4
4.963	-43.996055	306.24792	964.44421	-43.854613	6.228	4.392	4.788	5.4
4.964	-43.689323	307.21532	970.36269	-43.553737	6.246	4.41	4.788	5.418
4.965	-43.381622	308.18864	976.28117	-43.236599	6.246	4.41	4.788	5.418
4.966	-43.072944	309.16788	982.19965	-42.927591	6.246	4.41	4.788	5.418
4.967	-42.763284	310.15304	988.11813	-42.610453	6.264	4.41	4.788	5.418
4.968	-42.452636	311.14412	994.03661	-42.293314	6.264	4.41	4.806	5.418
4.969	-42.140994	312.14112	999.95508	-41.976175	6.264	4.428	4.806	5.418
4.97	-41.828352	313.14403	1005.8736	-41.650904	6.264	4.428	4.806	5.418
4.971	-41.514704	314.15286	1011.792	-41.333765	6.282	4.428	4.806	5.418
4.972	-41.200044	315.16761	1017.7105	-41.016626	6.282	4.428	4.806	5.418
4.973	-40.884367	316.18828	1023.629	-40.699488	6.282	4.446	4.806	5.418
4.974	-40.567666	317.21487	1029.5475	-40.382349	6.3	4.446	4.806	5.418
4.975	-40.249935	318.24738	1035.466	-40.06521	6.3	4.446	4.824	5.436
4.976	-39.931169	319.2858	1041.3844	-39.756203	6.3	4.446	4.824	5.436
4.977	-39.611361	320.33015	1047.3029	-39.439064	6.3	4.446	4.824	5.436
4.978	-39.290507	321.38041	1053.2214	-39.121925	6.318	4.464	4.824	5.436
4.979	-38.968599	322.43659	1059.1399	-38.804786	6.318	4.464	4.824	5.436
4.98	-38.645631	323.49869	1065.0583	-38.479516	6.318	4.464	4.824	5.436
4.981	-38.321599	324.56671	1070.9768	-38.154245	6.336	4.464	4.824	5.436
4.982	-37.996496	325.64064	1076.8953	-37.828974	6.336	4.464	4.842	5.436
4.983	-37.670316	326.7205	1082.8138	-37.495572	6.336	4.482	4.842	5.436
4.984	-37.343053	327.80627	1088.7323	-37.16217	6.336	4.482	4.842	5.436
4.985	-37.014701	328.89796	1094.6507	-36.828767	6.354	4.482	4.842	5.436
4.986	-36.685255	329.99557	1100.5692	-36.487233	6.354	4.482	4.842	5.436
4.987	-36.354708	331.0991	1106.4877	-36.153831	6.354	4.482	4.842	5.436
4.988	-36.023055	332.20855	1112.4062	-35.844823	6.354	4.5	4.842	5.436
4.989	-35.690289	333.32391	1118.3246	-35.503289	6.354	4.5	4.842	5.436
4.99	-35.356405	334.4452	1124.2431	-35.169887	6.372	4.5	4.842	5.436
4.991	-35.021397	335.5724	1130.1616	-34.836485	6.372	4.5	4.86	5.436
4.992	-34.685258	336.70552	1136.0801	-34.503082	6.372	4.5	4.86	5.436
4.993	-34.347984	337.84456	1141.9986	-34.16968	6.372	4.5	4.86	5.454
4.994	-34.009567	338.98952	1147.917	-33.836277	6.39	4.518	4.86	5.454
4.995	-33.670003	340.14039	1153.8355	-33.502875	6.39	4.518	4.86	5.454
4.996	-33.329285	341.29719	1159.754	-33.161341	6.39	4.518	4.86	5.454
4.997	-32.987407	342.4599	1165.6725	-32.819807	6.39	4.518	4.86	5.454
4.998	-32.644363	343.62853	1171.591	-32.470141	6.39	4.518	4.86	5.454
4.999	-32.300148	344.80308	1177.5094	-32.120475	6.408	4.518	4.86	5.454
5	-31.954755	345.98355	1183.4279	-31.762677	6.408	4.536	4.86	5.454
5.001	-31.608178	347.16994	1189.3464	-31.404879	6.408	4.536	4.86	5.454
5.002	-31.260413	348.36225	1195.2649	-31.047082	6.408	4.536	4.86	5.454
5.003	-30.911452	349.56047	1201.1833	-30.689284	6.408	4.536	4.878	5.454
5.004	-30.56129	350.76461	1207.1018	-30.339618	6.408	4.536	4.878	5.454
