# 97.5% percentile level
8.74372e-006	5.43781e-005
1.74874e-005	5.07831e-005
2.62312e-005	4.38621e-005
3.49749e-005	5.0873e-005
4.37186e-005	6.48045e-005
5.24623e-005	6.15687e-005
6.1206e-005	6.15687e-005
6.99497e-005	5.79734e-005
7.86935e-005	6.13889e-005
8.74372e-005	6.49842e-005
9.61809e-005	7.21748e-005
0.000104925	5.77037e-005
0.000113668	5.44679e-005
0.000122412	5.07831e-005
0.000131156	5.39286e-005
0.000139899	5.41084e-005
0.000148643	4.36823e-005
0.000157387	4.68282e-005
0.000166131	5.40185e-005
0.000174874	4.33228e-005
0.000183618	4.68282e-005
0.000192362	4.68282e-005
0.000201106	5.40185e-005
0.000209849	5.06932e-005
0.000218593	4.34127e-005
0.000227337	3.97275e-005
0.00023608	4.68282e-005
0.000244824	3.99073e-005
0.000253568	5.40185e-005
0.000262312	4.35026e-005
0.000271055	4.31431e-005
0.000279799	3.95477e-005
0.000288543	4.32329e-005
0.000297286	4.67384e-005
0.00030603	4.67384e-005
0.000314774	4.34127e-005
0.000323518	4.31431e-005
0.000332261	5.04235e-005
0.000341005	4.7008e-005
0.000349749	5.39286e-005
0.000358492	5.05134e-005
0.000367236	4.67384e-005
0.00037598	3.61322e-005
0.000384724	4.32329e-005
0.000393467	3.96376e-005
0.000402211	3.64018e-005
0.000410955	3.95477e-005
0.000419698	3.61322e-005
0.000428442	3.62221e-005
0.000437186	3.26268e-005
0.00044593	4.32329e-005
0.000454673	3.2447e-005
0.000463417	3.60423e-005
0.000472161	3.99073e-005
0.000480904	3.99073e-005
0.000489648	3.97275e-005
0.000498392	5.04235e-005
0.000507136	4.68282e-005
0.000515879	4.32329e-005
0.000524623	5.05134e-005
0.000533367	4.35925e-005
0.00054211	6.13889e-005
0.000550854	6.12091e-005
0.000559598	4.68282e-005
0.000568342	4.67384e-005
0.000577085	5.04235e-005
0.000585829	5.06932e-005
0.000594573	5.04235e-005
0.000603317	4.31431e-005
0.00061206	3.60423e-005
0.000620804	4.67384e-005
0.000629548	4.67384e-005
0.000638291	4.68282e-005
0.000647035	4.75473e-005
0.000655779	4.43115e-005
0.000664523	4.41317e-005
0.000673266	4.76372e-005
0.00068201	5.14122e-005
0.000690754	6.18383e-005
0.000699497	4.80866e-005
0.000708241	5.91418e-005
0.000716985	6.23776e-005
0.000725729	5.55465e-005
0.000734472	4.83562e-005
0.000743216	6.19282e-005
0.00075196	7.98145e-005
0.000760703	5.53668e-005
0.000769447	5.50072e-005
